state,i_urban,age,i_asian,i_black,i_hispanic,i_indigenous,i_white,i_female,i_male,i_grad_college,i_married,personal_income,i_foodstamps,i_health_insurance,i_internet,time_depart,time_arrive,time_commuting
PA,1,62,0,0,0,0,1,1,0,1,1,4.8,0,1,1,422,444,20
PA,1,65,0,0,0,0,1,1,0,1,0,10.375,0,1,1,422,449,25
PA,1,27,1,0,0,0,0,0,1,1,0,6,0,1,1,422,479,55
PA,1,56,0,0,0,0,1,0,1,0,1,11.8,0,1,1,245,269,25
PA,1,55,0,0,0,0,1,1,0,0,1,6.51,0,1,1,437,494,55
PA,1,29,0,0,0,0,1,0,1,1,1,6.8,0,1,1,382,409,25
PA,1,62,0,0,0,0,1,1,0,0,1,0.87,0,1,1,935,954,20
PA,1,30,0,1,0,0,0,1,0,0,1,0.32,0,1,1,427,439,10
PA,1,70,0,0,0,0,1,0,1,1,1,21.6,0,1,1,1215,1219,15
PA,1,53,0,0,0,0,1,1,0,0,0,1.7,0,1,1,442,454,10
PA,1,58,1,0,0,0,0,1,0,0,1,1.2,0,0,1,362,424,60
PA,1,29,0,0,0,0,1,0,1,0,0,6,0,1,1,452,469,15
PA,1,28,0,0,0,0,1,1,0,0,0,1.79,0,1,1,1055,1074,20
PA,1,66,0,0,0,0,1,0,1,0,1,10.8,0,1,1,362,394,30
PA,1,53,0,0,0,0,1,1,0,0,1,2.99,0,1,1,377,409,30
PA,1,27,0,1,0,0,0,0,1,0,0,1.66,1,1,1,635,649,15
PA,1,55,0,0,0,0,1,1,0,0,0,3.5,0,1,1,1355,1359,5
PA,1,56,0,0,0,0,1,0,1,1,1,17.5,0,1,1,362,379,15
PA,1,66,0,0,0,0,1,0,1,0,1,6.72,0,1,1,452,464,10
PA,1,64,0,0,0,0,1,0,1,0,1,8.89,0,1,1,452,464,10
PA,1,47,0,0,0,0,1,0,1,0,1,14,0,1,1,522,529,6
PA,1,44,0,0,1,0,0,1,0,0,1,1.32,1,1,1,452,474,20
PA,1,49,0,0,0,0,1,0,1,0,0,1.1,0,1,1,905,934,30
PA,1,26,0,0,0,0,1,1,0,0,0,4.2,0,1,1,442,459,15
PA,1,69,0,0,0,0,1,0,1,0,0,1,0,1,1,467,474,5
PA,1,57,1,0,0,0,0,1,0,0,1,3.36,0,1,1,785,844,60
PA,1,63,0,0,0,0,1,1,0,1,1,4.28,0,1,1,467,479,10
PA,1,27,0,0,0,0,1,1,0,0,1,6.9,0,1,1,452,464,10
PA,1,26,0,0,0,0,1,1,0,1,0,3.65,0,1,1,472,494,20
PA,1,46,0,0,0,0,1,0,1,0,0,6,0,1,1,347,359,10
PA,1,46,0,0,0,0,0,1,0,0,0,0.964,1,1,1,542,564,20
PA,1,57,0,0,0,0,1,1,0,0,1,1.2,0,1,1,512,534,20
PA,1,56,0,0,0,0,1,1,0,0,1,6.5,1,1,1,372,444,70
PA,1,63,0,0,0,0,1,1,0,0,1,8,0,1,1,342,344,3
PA,1,60,0,0,0,0,1,1,0,1,1,6,0,1,1,392,404,10
PA,1,27,0,0,0,0,1,0,1,0,0,3.88,0,1,1,362,454,90
PA,1,61,0,0,0,0,1,1,0,0,1,5.1,0,1,1,452,469,15
PA,1,62,0,0,0,0,1,0,1,1,1,5.6,0,1,1,392,419,25
PA,1,31,0,0,0,0,1,1,0,1,1,3.7,0,1,1,377,419,40
PA,1,35,0,0,0,0,1,0,1,1,1,13,0,1,1,427,434,5
PA,1,33,0,0,0,0,1,1,0,0,1,7.4,0,1,1,532,564,30
PA,1,23,0,0,0,0,1,1,0,0,0,1.5,1,1,0,482,534,50
PA,1,28,0,0,0,0,1,0,1,1,0,6,0,1,1,422,454,30
PA,1,45,0,0,0,0,1,1,0,0,1,5.2,0,1,1,452,464,10
PA,1,24,0,0,0,0,1,0,1,1,0,6.7,0,1,1,392,409,15
PA,1,31,0,0,1,0,0,0,1,0,1,3,0,1,1,422,469,45
PA,1,23,0,0,0,0,1,1,0,1,0,2,0,1,1,452,499,45
PA,1,51,0,0,0,0,1,0,1,0,1,5.9,0,1,1,422,514,90
PA,1,57,0,0,0,0,1,0,1,1,1,52.929,0,1,1,332,394,60
PA,1,37,0,0,0,0,1,1,0,1,1,10,0,1,1,452,469,15
PA,1,34,0,0,0,0,1,1,0,1,1,8.6,0,1,1,362,399,35
PA,1,22,0,0,1,0,1,1,0,0,1,1.2,0,1,1,815,844,30
PA,1,61,0,1,0,0,0,1,0,0,1,0.97,0,1,1,392,409,15
PA,1,34,0,0,0,0,1,1,0,1,0,16,0,1,1,522,544,22
PA,1,30,0,0,0,0,1,1,0,1,1,0.12,0,1,1,482,489,5
PA,1,56,0,0,0,0,1,1,0,0,0,1.2,0,1,1,512,534,20
PA,1,22,0,0,0,0,1,1,0,1,0,0.5,0,1,1,452,469,15
PA,1,38,1,0,0,0,0,1,0,1,0,13.9,0,1,1,512,524,10
PA,1,27,0,1,0,0,0,1,0,0,0,9,1,0,1,442,474,30
PA,1,28,0,0,1,0,0,1,0,0,0,4,1,1,1,572,594,20
PA,1,55,0,0,0,0,1,1,0,0,1,4.1,0,1,1,512,544,30
PA,1,37,0,0,0,0,1,1,0,0,1,1.7,0,1,1,452,464,10
PA,1,65,0,0,0,0,1,0,1,0,0,3.5,0,1,1,392,409,15
PA,1,54,0,0,0,0,1,0,1,1,1,16.005,0,1,1,362,404,42
PA,1,45,0,0,0,0,1,0,1,1,0,15,0,1,1,392,409,15
PA,1,65,0,0,0,0,1,0,1,0,1,1.549,0,1,0,512,544,30
PA,1,45,0,0,0,0,1,1,0,0,0,3.822,0,1,1,517,539,20
PA,1,56,0,0,0,0,1,0,1,0,1,13.34,0,1,1,392,434,42
PA,1,64,0,0,0,0,1,1,0,0,1,1.5,0,1,1,502,534,30
PA,1,32,0,0,0,0,1,0,1,0,1,5.1,0,1,1,362,389,25
PA,1,33,0,0,0,0,1,0,1,1,1,6.8,0,1,1,392,419,25
PA,1,18,0,0,0,0,1,1,0,0,0,0.32,0,1,1,905,914,10
PA,1,47,0,0,0,0,1,1,0,1,0,6.3,0,1,1,1115,1119,5
PA,1,66,0,0,0,0,1,1,0,0,0,5.75,0,1,1,512,529,15
PA,1,32,0,0,0,0,1,0,1,1,1,8.5,0,1,1,362,439,75
RI,0,50,0,0,0,0,1,1,0,1,1,1.68,0,1,1,422,454,30
RI,0,20,0,0,0,0,1,1,0,0,0,0.36,0,1,1,1395,1414,30
RI,0,47,0,0,0,0,1,0,1,0,1,40.2,0,1,1,512,534,20
RI,0,51,0,0,0,1,0,0,1,1,0,5,0,1,1,452,469,15
RI,1,27,0,0,0,0,1,0,1,0,1,4.001,0,1,1,452,459,8
RI,1,34,0,0,0,0,1,0,1,0,1,1.3,1,1,1,1425,1429,15
RI,1,55,0,0,0,0,1,0,1,1,1,40.2,0,1,1,422,454,30
RI,1,64,0,0,0,0,1,1,0,1,1,7.1,0,1,1,482,489,5
RI,1,26,0,0,0,0,1,0,1,1,0,7.5,0,1,1,362,484,150
RI,1,40,0,1,1,0,0,0,1,0,0,7.3,0,1,1,245,304,60
RI,1,30,0,0,0,0,1,0,1,1,0,8.5,0,1,1,497,514,15
RI,1,52,0,0,1,0,0,0,1,0,1,5.4,0,1,1,825,844,20
RI,1,65,0,0,0,0,1,0,1,0,1,8.28,0,1,1,452,464,10
RI,1,48,0,1,0,0,0,0,1,0,0,3.4,0,1,1,402,409,8
RI,1,37,0,0,0,0,1,1,0,1,0,4,0,1,1,605,614,10
RI,1,38,0,1,0,0,0,0,1,0,0,4,0,1,1,302,319,15
RI,1,48,0,0,0,0,0,1,0,1,0,2.4,0,1,1,572,619,45
SC,0,61,0,0,0,0,1,0,1,0,1,3.2,0,1,1,362,384,20
SC,0,46,0,0,0,0,1,1,0,1,1,6.8,0,1,1,377,399,20
SC,0,50,0,0,0,0,1,0,1,0,1,4.6,0,1,1,482,544,60
SC,0,43,0,0,0,0,1,0,1,0,1,3.43,0,1,1,407,424,15
SC,0,32,0,0,0,0,1,1,0,1,0,2.812,0,1,1,507,514,8
SC,0,22,0,1,0,0,0,0,1,0,0,1.2,0,0,1,412,424,10
SC,0,21,0,1,0,0,0,1,0,0,0,1.05,0,1,0,815,834,20
SC,0,55,0,0,0,0,1,0,1,0,0,3.5,0,1,1,362,384,20
SC,0,28,0,0,0,0,1,1,0,1,1,5,0,1,1,452,464,10
SC,0,65,0,0,0,0,1,0,1,1,1,10.6,0,1,1,482,499,15
SC,0,36,0,0,0,0,1,0,1,1,1,42.1,0,1,1,512,519,5
SC,0,21,0,0,0,0,1,0,1,0,0,0.3,0,1,1,422,464,40
SC,0,45,0,0,0,0,1,1,0,1,1,3.65,0,1,1,447,479,30
SC,0,65,0,1,0,0,0,0,1,1,1,5.2,0,1,1,422,474,50
SC,0,28,0,0,0,0,1,1,0,0,0,0.58,0,0,1,542,559,15
SC,0,62,0,1,0,0,0,1,0,1,0,0.39,0,1,1,605,629,25
SC,0,28,0,0,1,0,1,0,1,0,1,1.5,0,1,0,422,454,30
SC,0,51,0,1,0,0,0,1,0,0,1,1.93,0,1,0,275,289,15
SC,0,68,0,0,0,0,1,1,0,0,0,6.37,0,1,1,695,714,20
SC,0,60,0,0,0,0,0,0,1,1,0,8.5,0,1,1,392,469,75
SC,0,67,0,0,0,0,1,0,1,0,0,0.3,0,1,1,332,354,20
SC,0,47,0,1,0,0,0,1,0,1,0,6.1,0,1,1,512,534,20
SC,0,39,0,0,0,0,1,0,1,1,1,3.36,0,1,1,467,474,5
SC,0,51,0,0,0,0,1,0,1,1,1,7.4,0,1,1,542,564,20
SC,0,51,0,0,0,0,1,0,1,1,1,8,0,1,1,392,484,90
SC,0,86,0,0,0,0,1,1,0,0,0,2.8,0,1,0,695,724,30
SC,0,37,0,1,0,0,0,0,1,1,0,3.36,0,1,1,542,584,40
SC,0,34,0,0,0,0,1,1,0,1,1,2,0,1,1,482,514,30
SC,0,27,0,0,0,0,1,1,0,0,0,1.43,0,1,1,422,454,30
SC,0,53,0,0,0,0,1,0,1,1,1,47.1,0,1,1,437,449,10
SC,0,56,0,0,0,0,1,0,1,1,1,42.1,0,1,1,377,469,90
SC,0,66,0,1,0,0,0,0,1,1,1,47.115,0,1,1,332,344,10
SC,0,28,0,0,0,0,1,0,1,1,0,6.7,0,1,1,422,484,60
SC,0,49,0,1,0,0,0,1,0,1,1,3.12,0,1,1,392,444,50
SC,0,45,0,1,0,0,0,0,1,0,0,1.5,0,0,0,875,899,25
SC,0,63,0,0,0,0,1,1,0,0,1,2.6,0,1,1,587,594,5
SC,0,56,0,0,0,0,1,0,1,0,1,1.45,0,1,1,422,454,30
SC,0,25,0,0,0,0,1,0,1,1,0,6,0,1,1,422,474,50
SC,0,37,0,0,0,0,1,0,1,0,0,3.6,0,1,1,362,399,35
SC,0,35,0,0,0,0,1,0,1,1,1,8.5,0,1,1,422,449,25
SC,0,52,0,0,0,0,1,0,1,0,0,3,0,0,1,302,369,65
SC,0,25,0,0,0,0,1,0,1,0,0,4.1,0,1,1,875,889,15
SC,0,45,0,1,0,0,0,0,1,0,0,2,0,1,1,605,634,30
SC,0,48,0,0,0,0,1,1,0,0,1,3.2,0,1,1,482,499,15
SC,0,27,0,0,0,0,1,1,0,0,0,0.6,1,0,0,572,594,20
SC,0,42,0,0,1,0,0,0,1,0,0,4.8,0,0,1,332,379,45
SC,0,58,0,1,0,0,0,0,1,0,0,3.5,0,1,1,1425,1429,15
SC,0,30,0,0,0,0,1,0,1,1,1,3.2,0,1,1,392,394,2
SC,0,47,0,0,0,0,1,0,1,0,1,6,0,1,1,332,354,20
SC,0,30,0,0,0,0,1,0,1,0,1,2,0,1,1,855,919,60
SC,0,29,0,0,0,0,1,0,1,0,1,5,0,0,1,512,534,20
SC,0,59,0,0,0,0,1,1,0,0,1,2.6,0,1,1,422,434,10
SC,0,55,0,1,0,0,0,1,0,0,1,3.58,0,1,1,75,124,60
SC,0,68,0,0,0,0,1,0,1,1,1,10.015,0,1,1,332,379,45
SC,0,31,0,0,0,0,1,0,1,0,0,2,1,0,1,332,354,20
SC,0,62,0,0,0,0,1,0,1,0,1,10.9,0,1,1,362,394,30
SC,0,65,0,0,0,0,1,1,0,0,1,3.5,0,1,1,427,439,10
SC,0,26,0,0,0,0,1,0,1,0,1,6.4,0,1,1,825,859,30
SC,0,36,0,0,1,0,0,1,0,0,0,4.49,0,1,1,407,444,35
SC,0,57,0,0,0,0,0,0,1,0,1,9.5,0,0,1,362,424,60
SC,0,17,0,1,0,0,0,1,0,0,0,0.48,0,1,1,605,609,5
SC,1,60,0,0,0,0,1,1,0,0,0,1.77,0,1,1,885,904,15
SC,1,27,0,0,0,0,1,1,0,0,1,5.43,0,1,1,422,459,35
SC,1,61,0,0,0,0,1,1,0,0,1,4.2,0,1,1,482,504,20
SC,1,54,0,0,0,0,1,1,0,0,1,2.3,0,1,1,275,289,15
SC,1,60,0,0,0,0,1,1,0,0,0,3.52,0,1,1,512,534,20
SC,1,54,0,1,0,0,0,0,1,0,0,3.7,1,1,1,302,314,10
SC,1,38,0,0,0,0,1,0,1,1,1,5.4,0,1,1,512,519,7
SC,1,34,0,0,1,0,1,1,0,0,1,2,0,0,1,362,384,20
SC,1,27,0,0,0,0,1,0,1,1,1,4.5,0,1,1,422,454,30
SC,1,62,0,0,0,0,1,0,1,1,1,7.5,0,1,1,397,444,45
SC,1,32,0,0,0,0,1,1,0,0,1,3.8,0,1,1,437,459,20
SC,1,46,0,0,0,0,1,0,1,0,1,0.55,0,1,1,482,499,15
SC,1,60,0,0,0,0,1,0,1,1,1,5.2,0,1,1,452,484,30
SC,1,50,0,0,0,0,1,1,0,0,1,3.7,0,1,1,382,409,25
SC,1,34,0,0,1,0,1,0,1,0,0,4.1,0,0,1,362,394,30
SD,0,32,0,0,0,0,1,0,1,0,1,5,0,1,1,332,354,20
SD,0,58,0,0,0,0,1,1,0,0,1,4.8,0,1,1,517,524,5
SD,0,70,0,0,0,0,1,0,1,0,1,2.5,0,1,1,482,499,15
SD,0,72,0,0,0,0,1,0,1,0,1,5.12,0,1,1,482,519,38
SD,0,41,0,0,0,0,1,0,1,0,0,4,0,1,1,452,469,15
SD,0,60,0,0,0,0,1,1,0,1,1,2.4,0,1,1,572,589,16
SD,0,45,0,0,0,0,1,0,1,0,1,5,0,1,1,362,394,30
SD,0,59,0,0,0,0,1,1,0,1,0,2.7,0,1,1,587,604,15
SD,0,41,0,0,0,0,1,1,0,1,1,4,0,1,1,605,609,9
SD,0,22,0,0,0,0,1,1,0,0,0,0.8,0,1,1,512,529,15
SD,0,31,0,0,0,0,1,1,0,1,1,5,0,1,1,452,479,25
TN,0,32,0,1,0,0,0,1,0,0,0,1,0,0,1,765,779,10
TN,0,20,0,0,1,0,1,1,0,0,0,0.8,0,1,1,377,419,40
TN,0,70,0,1,0,0,0,0,1,0,1,7.28,0,1,1,392,404,10
TN,0,36,0,0,0,0,1,0,1,0,1,4.7,0,0,1,392,439,45
TN,0,59,0,0,0,0,1,1,0,1,1,4.9,0,1,1,392,464,70
TN,0,63,0,0,0,0,1,0,1,0,0,5.2,0,1,1,362,384,20
TN,0,27,0,1,0,0,0,0,1,0,0,3,0,1,1,422,429,8
TN,0,31,0,0,0,0,1,1,0,0,1,1.7,0,1,1,452,479,25
TN,0,58,0,0,0,0,1,0,1,0,1,23.8,0,1,1,422,449,25
TN,0,22,0,0,0,0,1,1,0,1,0,1.9,0,1,1,452,469,15
TN,0,52,0,0,1,0,0,0,1,0,1,9.28,0,1,1,422,444,20
TN,0,37,0,0,0,0,1,0,1,0,1,7.5,0,1,1,392,469,75
TN,0,61,0,0,0,0,1,0,1,1,1,25.85,0,1,1,417,444,25
TN,0,24,0,1,0,0,0,0,1,0,0,1.7,0,1,1,275,289,15
TN,0,44,0,0,0,0,1,0,1,0,1,1.8,0,0,1,845,869,25
TN,0,63,0,0,0,0,1,1,0,1,1,3,0,1,1,422,439,15
TN,0,58,0,0,0,0,1,0,1,1,1,14.8,0,1,1,407,424,15
TN,0,24,0,0,0,0,1,0,1,1,0,0.61,0,1,1,422,434,10
TN,0,62,0,0,0,0,1,0,1,1,1,3.9,0,1,1,302,349,45
TN,0,22,0,0,0,0,1,1,0,0,0,0.67,0,1,1,735,784,45
TN,0,48,0,0,0,0,1,0,1,1,1,7.103,0,1,1,422,429,7
TN,0,54,0,0,0,0,1,1,0,0,0,3.26,0,1,1,392,424,30
TN,0,28,0,0,0,0,1,0,1,0,0,1.27,1,1,1,875,879,8
TN,0,37,0,0,0,0,1,1,0,1,1,0.57,0,1,1,377,399,22
TN,0,55,0,0,0,0,1,1,0,0,1,2.5,0,1,1,392,414,20
TN,0,29,0,0,0,0,1,0,1,0,0,3,0,1,1,332,359,25
TN,0,38,0,0,0,0,1,0,1,0,1,4.4,0,1,1,392,444,50
TN,0,58,0,0,0,0,1,0,1,0,0,3.4,1,1,1,695,719,25
TN,0,43,0,0,0,0,1,1,0,0,0,5.5,0,1,1,382,419,35
TN,0,43,0,0,0,0,1,1,0,0,0,2,0,1,0,422,484,60
TN,0,67,0,0,0,0,1,1,0,1,1,3,0,1,1,467,479,13
TN,0,56,0,1,0,0,0,0,1,1,1,7.4,0,1,1,482,509,25
TN,0,38,0,0,0,0,1,1,0,1,1,6.8,0,1,1,392,404,10
TN,0,54,0,0,0,0,1,1,0,0,1,3,0,1,1,437,459,23
TN,0,40,0,0,0,0,1,1,0,0,1,2.6,0,1,1,392,399,8
TN,0,38,0,0,0,0,1,0,1,0,1,6,0,1,1,452,494,40
TN,0,22,0,0,0,0,1,1,0,0,0,0.1,0,1,1,785,789,5
TN,0,27,0,0,0,0,0,0,1,0,0,2,0,1,1,1095,1144,48
TN,0,37,0,0,0,0,1,1,0,1,1,10.36,0,1,1,437,484,45
TN,0,52,0,0,0,0,1,0,1,0,1,3,0,1,1,347,359,10
TN,0,21,0,0,0,0,1,0,1,0,0,1.8,0,1,0,347,354,6
TN,0,20,0,0,0,0,1,0,1,0,0,2.08,0,1,1,362,394,30
TN,0,29,0,0,0,0,1,0,1,0,1,3.7,0,1,1,302,319,15
TN,0,45,0,0,0,0,1,0,1,0,1,2,1,1,1,362,374,10
TN,0,23,0,1,0,0,0,1,0,0,0,0.73,0,1,1,422,484,60
TN,0,70,0,0,0,0,1,1,0,1,1,10.15,0,1,1,1055,1074,20
TN,0,63,0,0,0,0,1,0,1,0,1,2.2,0,1,1,542,559,15
TN,0,29,0,1,0,0,0,0,1,1,1,2.8,0,1,1,302,319,17
TN,0,66,0,0,0,0,1,0,1,0,1,2.46,0,1,1,452,469,15
TN,0,67,0,0,0,0,1,0,1,1,1,14,0,1,1,437,449,10
TN,0,22,0,0,0,0,0,1,0,0,0,1.5,0,1,1,302,334,30
TN,0,24,0,0,0,0,1,1,0,0,0,1.54,0,1,1,422,454,30
TN,0,67,0,0,0,0,1,0,1,1,1,8.28,0,1,1,482,489,5
TN,0,25,0,0,0,0,1,0,1,0,0,3,0,1,1,965,979,15
TN,0,35,0,0,0,0,1,1,0,1,1,0.05,0,1,1,467,474,6
TN,0,66,0,0,0,0,1,1,0,0,0,3.8,0,1,1,447,454,8
TN,0,22,0,0,0,0,1,0,1,0,1,3.25,0,1,1,285,309,20
TN,1,54,0,0,0,0,1,0,1,0,1,4,0,1,1,432,464,30
TN,1,31,0,0,0,0,1,1,0,1,0,3.2,0,1,1,487,494,5
TN,1,18,0,0,0,0,1,1,0,0,0,0.04,0,1,1,965,979,15
TN,1,52,0,0,0,0,1,0,1,1,1,36.8,0,1,1,452,514,60
TN,1,33,0,0,1,0,0,0,1,0,0,2.2,0,0,0,542,584,40
TN,1,26,0,0,1,0,1,0,1,0,0,1.5,0,0,1,512,534,20
TN,1,65,0,0,0,0,1,0,1,1,1,19.5,0,1,1,422,444,20
TN,1,54,0,0,0,0,1,0,1,0,1,11,0,1,1,482,509,25
TN,1,70,0,0,0,0,1,1,0,0,1,12.47,0,1,1,542,564,20
TN,1,44,0,0,0,0,1,0,1,1,1,47.5,0,1,1,437,449,12
TN,1,63,0,0,0,0,1,0,1,1,1,5.5,0,1,1,1075,1089,15
TN,1,27,0,0,0,0,1,0,1,1,1,3.2,0,1,1,165,184,20
TN,1,29,0,0,0,0,1,0,1,1,1,9.603,0,1,1,452,474,20
TN,1,24,0,0,0,0,1,0,1,0,0,0.48,0,0,1,875,889,18
TN,1,67,0,0,0,0,1,0,1,1,1,9.44,0,1,1,452,474,20
TN,1,48,0,0,0,0,1,1,0,0,1,1.5,0,1,1,462,494,30
TN,1,32,0,0,0,0,1,0,1,0,1,4.5,0,1,1,417,434,18
TN,1,54,0,0,0,0,1,0,1,1,0,28.21,0,0,1,482,499,15
TN,1,30,0,0,0,0,1,0,1,1,0,3.6,0,1,1,442,484,40
TN,1,43,0,0,0,0,1,0,1,1,0,6.5,0,1,1,332,364,30
TN,1,26,0,1,0,0,0,0,1,1,0,3.3,0,1,1,472,484,10
TN,1,69,0,0,0,0,1,0,1,0,0,1.7,0,1,1,362,394,30
TN,1,29,0,0,0,0,1,0,1,1,0,4.42,0,1,1,392,434,40
TN,1,54,0,0,0,0,1,1,0,0,0,1,0,0,1,945,984,35
TN,1,28,0,0,1,0,1,1,0,1,0,2,0,1,1,512,524,10
TN,1,34,0,1,0,0,0,0,1,0,0,2.5,0,1,1,392,424,30
TN,1,24,0,0,0,0,1,1,0,1,0,1.2,0,1,1,412,454,40
TN,1,71,0,0,0,0,1,1,0,0,1,3.68,0,1,1,512,544,30
TN,1,70,0,0,0,0,1,0,1,1,1,1.88,0,1,1,422,454,30
TN,1,47,0,1,0,0,0,0,1,0,1,11,0,1,1,422,449,25
TN,1,58,0,1,0,0,0,1,0,1,1,4.8,0,1,1,392,424,30
TN,1,19,0,0,0,0,1,0,1,0,0,1.2,0,1,1,302,334,30
TN,1,25,0,1,0,0,0,1,0,0,0,1.5,0,1,1,422,449,25
TN,1,62,1,0,0,0,0,1,0,0,1,2.2,0,1,1,1025,1034,10
TN,1,16,0,1,0,0,0,1,0,0,0,3,0,1,1,1215,1219,15
TN,1,44,0,0,0,0,1,1,0,1,0,1.93,0,1,1,447,449,2
TN,1,47,0,0,0,0,1,0,1,0,0,9.8,0,1,1,542,549,8
TN,1,37,0,0,0,0,1,1,0,0,0,3.06,0,1,1,482,509,25
TN,1,48,0,0,0,0,1,0,1,1,1,4.32,0,1,1,542,544,1
TN,1,43,0,0,0,0,1,1,0,0,1,3,0,1,1,382,404,20
TN,1,58,0,0,0,0,1,1,0,1,1,9.2,0,1,1,392,429,35
TN,1,36,1,0,0,0,0,0,1,1,1,15.035,0,1,1,1065,1109,40
TN,1,45,0,0,0,0,1,1,0,0,1,3.3,0,1,1,452,459,5
TN,1,43,0,0,0,0,1,0,1,0,1,0.48,1,1,1,362,374,10
TX,0,43,0,0,0,0,1,0,1,0,1,3.8,0,0,1,422,469,45
TX,0,56,0,0,0,0,1,0,1,0,1,1.38,0,1,1,362,374,10
TX,0,44,0,0,0,0,0,1,0,0,1,2.4,0,0,0,482,499,15
TX,0,52,0,0,0,0,1,1,0,0,1,2.16,0,0,1,542,544,2
TX,0,61,0,0,0,0,1,1,0,0,1,3.9,0,1,1,452,474,20
TX,0,46,0,0,1,0,1,1,0,1,1,4.8,0,1,1,332,364,30
TX,0,72,0,0,0,0,1,1,0,1,0,39.5,0,1,1,965,974,10
TX,0,41,0,0,0,0,1,0,1,0,1,6,0,1,1,302,364,60
TX,0,44,0,0,0,0,1,1,0,0,0,0.35,1,0,1,422,449,25
TX,0,34,0,0,0,0,1,1,0,1,1,3,0,1,1,392,404,10
TX,0,42,0,0,0,0,1,0,1,0,1,6.5,0,1,1,342,374,30
TX,0,38,0,0,0,0,1,1,0,0,1,1.8,0,1,1,347,354,6
TX,0,37,0,0,1,1,0,0,1,0,1,4.99,0,1,1,665,724,60
TX,0,59,0,0,0,0,1,0,1,0,1,3.8,0,1,1,332,354,20
TX,0,63,0,0,0,0,1,1,0,0,0,6.5,0,1,1,342,389,45
TX,0,36,0,0,0,0,1,0,1,0,1,4.5,0,1,1,185,204,20
TX,0,28,0,0,0,0,1,0,1,0,1,6,0,1,1,482,514,30
TX,0,19,0,0,0,0,1,1,0,0,0,0.25,0,1,1,332,379,45
TX,0,69,0,0,0,1,0,0,1,1,1,5.4,0,1,0,452,474,20
TX,0,62,0,0,0,0,1,1,0,0,0,2.1,0,1,1,467,474,7
TX,0,74,0,1,0,0,0,0,1,1,0,6.9,0,1,1,482,499,15
TX,0,46,0,0,1,0,1,0,1,0,0,10,0,1,1,362,364,1
TX,0,40,0,0,0,0,1,0,1,0,0,5,0,1,1,422,474,50
TX,0,52,0,0,1,0,1,0,1,0,1,1.8,0,0,1,392,419,25
TX,0,53,0,0,1,0,1,1,0,0,1,3.8,0,1,1,362,409,45
TX,0,61,0,0,1,0,1,0,1,0,0,0.8,0,1,1,422,439,16
TX,0,69,0,0,0,0,1,0,1,0,1,4.16,0,1,1,332,354,20
TX,0,22,0,0,1,0,0,1,0,0,0,1.4,0,1,1,527,539,10
TX,0,32,0,0,1,0,0,0,1,0,0,2.05,0,0,1,845,849,5
TX,0,55,0,0,0,0,1,0,1,0,1,4.5,0,1,1,482,484,1
TX,0,45,0,0,1,1,0,0,1,0,1,1.68,1,1,1,417,424,5
TX,0,49,0,0,1,0,1,1,0,0,1,1,0,0,0,472,479,5
TX,0,32,0,0,1,0,1,1,0,1,0,5.5,0,1,1,362,424,60
TX,0,51,0,1,1,0,0,1,0,0,0,6,0,1,0,1085,1089,5
TX,0,47,0,0,0,0,1,0,1,1,1,9.8,0,1,1,302,359,55
TX,0,70,0,0,0,0,1,0,1,1,0,7.77,0,1,1,422,434,10
TX,0,51,0,0,1,0,1,0,1,0,1,5,0,1,1,542,544,1
TX,0,92,0,0,0,0,0,0,1,0,1,6.2,0,1,0,482,489,5
TX,0,21,0,0,1,0,1,1,0,0,0,0.7,0,0,1,342,364,20
TX,0,19,0,0,0,0,1,0,1,0,0,0.7,0,1,1,512,529,15
TX,0,21,0,0,0,0,1,0,1,0,0,2.65,0,1,1,422,444,20
TX,0,29,0,0,0,0,1,0,1,0,1,6.8,1,1,1,245,289,45
TX,0,25,0,0,0,0,1,1,0,0,1,1.2,0,0,1,1005,1009,3
TX,0,34,0,0,0,0,1,0,1,0,1,4,0,1,1,422,439,15
TX,0,28,0,0,1,0,0,0,1,0,0,2.2,1,0,1,392,464,70
TX,0,62,0,0,0,0,1,1,0,0,1,1.94,0,1,1,542,549,5
TX,0,45,0,0,1,0,1,1,0,0,0,1.5,0,1,1,332,364,30
TX,0,53,0,0,0,0,1,0,1,0,1,5,0,1,1,332,424,90
TX,0,57,0,0,0,0,1,1,0,0,1,1.2,0,1,1,542,564,20
TX,0,23,0,0,0,0,1,1,0,0,0,0.93,1,1,1,725,729,5
TX,0,60,0,0,0,0,1,0,1,1,1,18.14,0,1,1,317,359,40
TX,0,64,0,0,1,0,1,0,1,0,1,6,0,1,1,392,409,15
TX,0,59,0,0,0,0,1,0,1,0,0,10,0,0,1,245,249,5
TX,0,39,0,0,0,0,1,1,0,0,0,2.96,1,1,0,392,419,25
TX,0,54,0,1,0,0,0,1,0,0,0,2.5,1,1,0,1055,1134,80
TX,0,38,0,0,0,0,1,0,1,1,1,7.9,0,1,1,422,454,30
TX,0,57,0,0,0,0,1,1,0,0,1,6,0,1,1,1325,1329,8
TX,0,66,0,0,0,0,1,1,0,0,0,4.6,0,1,1,275,404,161
TX,0,39,0,1,0,0,0,0,1,0,1,2.6,1,1,1,402,464,60
TX,0,26,0,0,0,0,1,0,1,0,0,1.7,0,1,1,1425,1429,15
TX,0,66,0,0,0,0,1,0,1,0,1,4.576,0,1,1,482,504,20
