state,i_urban,age,i_asian,i_black,i_hispanic,i_indigenous,i_white,i_female,i_male,i_grad_college,i_married,personal_income,i_foodstamps,i_health_insurance,i_internet,time_depart,time_arrive,time_commuting
DC,1,30,0,0,0,0,1,0,1,1,0,23.5,0,1,1,482,509,25
DC,1,22,0,0,0,0,1,1,0,1,0,5,0,1,1,362,389,25
DC,1,30,0,0,0,1,0,0,1,1,0,10,0,1,1,512,544,30
DC,1,48,0,1,0,0,0,0,1,1,1,3.5,0,1,1,1325,1349,25
DC,1,31,0,0,0,0,1,0,1,1,0,15.004,0,1,1,452,479,25
DC,1,37,0,1,0,0,0,1,0,1,0,14.3,0,1,1,482,504,20
FL,0,58,0,0,1,0,1,1,0,0,0,4,0,1,1,467,534,65
FL,0,48,0,0,1,0,0,0,1,0,1,8,0,1,1,422,424,3
FL,0,44,0,0,1,0,1,0,1,1,1,7,0,1,1,512,559,45
FL,0,45,0,0,1,0,1,0,1,1,1,17,0,1,1,442,484,40
FL,0,21,0,0,1,0,1,0,1,0,0,0.48,0,1,1,402,414,10
FL,0,35,0,1,0,0,0,0,1,0,1,5.5,0,1,1,332,364,30
FL,0,56,1,0,0,0,0,1,0,0,0,7.2,0,1,1,347,364,15
FL,0,18,0,0,0,0,1,0,1,0,0,0.2,0,1,1,1115,1134,20
FL,0,21,0,0,0,0,1,0,1,0,0,0.6,0,1,1,512,549,35
FL,0,56,0,0,1,0,1,1,0,0,0,1.77,1,1,0,482,514,30
FL,0,43,0,0,0,0,1,1,0,0,1,2.4,0,1,1,665,684,20
FL,0,43,0,0,0,0,1,0,1,0,1,3,0,0,1,392,409,15
FL,0,46,1,0,0,0,0,1,0,1,1,2.5,0,0,1,392,454,60
FL,0,55,0,0,0,0,1,0,1,0,0,15,0,0,1,482,504,20
FL,0,28,0,0,1,0,1,1,0,1,1,5,0,1,1,542,564,20
FL,0,28,0,0,0,1,0,1,0,1,1,14.2,0,0,1,452,464,10
FL,0,24,0,0,0,0,1,1,0,1,0,2.4,0,1,1,482,529,45
FL,0,37,0,0,0,0,1,0,1,1,1,5,0,1,1,482,504,20
FL,0,62,0,0,0,0,1,1,0,0,1,6.3,0,1,1,452,474,20
FL,0,19,0,0,0,0,1,0,1,0,0,0.35,0,1,1,935,964,30
FL,0,67,0,0,0,0,1,0,1,0,1,3.55,0,1,0,467,474,5
FL,0,41,0,0,1,0,1,1,0,1,0,4.3,0,1,1,542,589,45
FL,0,46,0,0,0,0,1,1,0,0,0,0.85,1,0,1,542,564,20
FL,0,22,0,0,1,0,1,1,0,1,0,4.5,0,1,1,407,419,10
FL,0,37,0,0,1,0,1,1,0,0,1,4.21,0,1,1,452,499,45
FL,0,24,0,0,1,0,1,1,0,0,1,0.02,1,1,1,452,484,30
FL,0,50,0,1,0,0,0,1,0,0,1,4.7,0,1,1,362,394,30
FL,0,61,0,0,0,0,1,1,0,1,1,1.9,0,1,1,572,589,15
FL,0,61,0,0,0,0,1,0,1,1,0,0.89,0,1,1,482,514,30
FL,0,62,0,0,0,0,1,1,0,1,1,14,0,1,1,392,434,40
FL,0,29,0,0,0,0,1,0,1,0,1,2.5,0,1,1,392,404,10
FL,0,34,0,1,0,0,0,1,0,0,0,5.22,0,1,1,755,769,15
FL,0,29,0,1,0,0,0,1,0,0,0,1.5,0,0,1,452,469,15
FL,0,36,0,0,0,0,1,1,0,1,1,5,0,1,1,1185,1219,30
FL,0,46,0,0,0,0,0,1,0,0,0,4.25,0,0,1,512,524,10
FL,0,41,0,0,1,0,1,1,0,1,1,2.58,1,1,1,412,424,12
FL,0,41,0,0,0,0,1,0,1,0,1,3.2,0,1,1,275,334,60
FL,0,59,0,0,0,0,1,0,1,0,1,7.5,0,1,1,512,534,20
FL,0,48,0,0,0,0,1,0,1,0,0,4.8,0,1,1,392,414,20
FL,0,39,0,0,1,0,1,1,0,0,0,6.5,0,1,1,422,474,50
FL,0,29,0,0,1,0,0,1,0,1,1,2.7,0,0,1,665,694,30
FL,0,51,0,0,1,0,1,0,1,1,1,12,0,1,1,392,434,40
FL,0,46,0,0,0,0,1,0,1,0,0,2.1,0,1,1,497,564,65
FL,0,60,0,1,0,0,0,1,0,0,0,1.1,0,1,1,1155,1159,15
FL,0,42,0,0,0,0,1,1,0,0,1,2.2,0,1,1,422,454,30
FL,0,51,0,0,1,0,1,1,0,0,0,9,0,1,1,482,514,30
FL,0,43,0,0,0,0,1,0,1,0,0,9.8,0,0,1,275,334,60
FL,0,54,0,0,1,0,1,1,0,1,1,1.9,0,0,1,725,844,150
FL,0,47,0,0,0,0,1,1,0,0,1,6.16,0,1,1,452,484,30
FL,0,39,0,0,1,0,1,0,1,0,0,1,1,0,0,427,449,20
FL,0,61,0,0,1,0,1,1,0,1,0,5,0,1,1,332,434,100
FL,0,31,0,0,0,0,1,0,1,0,1,4.7,0,1,1,245,254,10
FL,0,30,0,0,0,0,1,0,1,0,1,0.05,1,1,1,332,384,50
FL,0,40,0,0,1,0,0,0,1,0,0,3,1,0,1,422,514,90
FL,0,55,0,0,0,0,1,0,1,0,1,6.896,0,0,1,362,484,150
FL,0,26,0,1,0,0,0,1,0,0,0,3.2,0,1,0,905,914,10
FL,0,35,0,0,1,0,1,1,0,0,1,6.9,0,1,1,452,479,25
FL,0,46,0,0,0,0,1,0,1,0,1,2,0,1,1,482,514,30
FL,0,66,0,0,0,0,1,1,0,0,0,4.09,0,1,1,605,619,15
FL,0,49,0,0,0,0,1,0,1,1,1,25.15,0,1,1,605,614,12
FL,0,27,0,1,0,0,0,0,1,0,0,0.1,0,1,1,935,964,30
FL,0,64,0,0,0,0,1,0,1,0,1,4.5,0,1,1,905,909,5
FL,0,36,0,0,0,0,1,1,0,1,1,7.5,0,1,1,605,634,30
FL,0,44,0,0,1,0,1,1,0,1,1,2.65,1,1,1,467,519,50
FL,0,64,0,0,0,0,1,0,1,0,1,3.088,0,1,1,665,679,15
FL,0,26,0,0,0,0,1,0,1,1,1,5.2,0,1,1,407,414,7
FL,0,30,0,0,1,0,1,1,0,0,0,3.7,1,0,1,362,424,60
FL,0,51,0,0,1,0,1,1,0,0,1,0.91,0,0,1,302,324,20
FL,1,48,0,0,0,0,1,1,0,1,1,4.7,0,1,1,467,474,8
FL,1,61,0,0,1,0,1,0,1,1,1,2.74,0,1,1,407,419,12
FL,1,31,0,1,0,0,0,1,0,0,0,2.2,1,1,1,442,454,10
FL,1,54,0,0,0,0,1,1,0,0,1,5,0,1,1,587,619,30
FL,1,36,0,0,0,0,1,1,0,1,1,4.23,0,1,1,452,484,30
FL,1,56,0,0,1,0,1,1,0,0,1,4.5,0,1,1,452,514,60
FL,1,35,0,0,0,0,1,0,1,0,1,3.16,0,1,1,332,349,18
FL,1,49,0,0,0,0,1,1,0,0,1,3.9,0,1,1,482,489,7
FL,1,64,0,0,0,0,1,0,1,0,1,4.8,0,1,1,362,409,45
FL,1,17,0,0,0,0,1,0,1,0,0,0.53,0,1,1,995,1019,25
FL,1,40,0,0,1,0,1,0,1,0,1,3.5,0,1,1,362,394,30
FL,1,54,0,0,0,0,1,1,0,0,0,1.8,0,0,1,615,634,20
FL,1,67,0,0,0,0,1,1,0,1,0,3.7,1,1,1,362,409,45
FL,1,50,0,0,0,0,1,0,1,0,0,2,0,1,1,457,479,20
FL,1,51,0,0,0,0,1,0,1,1,1,11.2,0,1,1,392,424,30
FL,1,57,0,0,1,0,1,0,1,0,1,3.03,0,1,1,472,504,30
FL,1,57,0,0,1,0,1,1,0,0,1,10,0,1,1,605,649,45
FL,1,40,0,1,0,0,0,0,1,1,1,2.5,0,1,1,512,534,20
FL,1,45,0,0,0,0,1,0,1,1,0,2.1,0,1,1,482,499,15
FL,1,58,0,0,1,0,0,0,1,0,1,3,0,1,1,482,504,20
FL,1,46,0,0,1,0,1,0,1,0,0,1.8,0,0,1,392,424,30
FL,1,49,0,0,0,0,1,0,1,0,0,3.6,1,1,1,422,464,40
FL,1,52,0,0,0,0,1,1,0,0,1,10.5,0,1,1,422,449,25
FL,1,40,1,0,0,0,0,1,0,1,0,5.5,0,1,1,275,289,15
FL,1,30,0,0,0,0,1,0,1,0,1,3.74,0,0,1,392,454,60
FL,1,36,0,0,0,0,1,1,0,0,1,0.5,0,1,1,437,459,20
FL,1,32,0,0,0,0,1,1,0,1,0,9,0,1,1,452,464,10
FL,1,63,0,0,1,0,0,1,0,0,0,1.5,0,1,1,377,414,35
FL,1,39,0,0,0,0,1,0,1,1,1,85.5,0,1,1,512,539,25
FL,1,64,0,0,0,0,1,0,1,1,1,50.4,0,1,1,482,494,10
FL,1,63,0,1,0,0,0,1,0,0,0,6.3,0,0,0,437,464,25
FL,1,46,0,0,1,0,1,0,1,0,0,6,1,1,1,422,464,40
FL,1,30,0,0,1,0,0,0,1,0,1,3.4,0,0,1,362,404,40
FL,1,27,0,0,0,0,1,0,1,0,0,2,0,1,1,362,384,20
FL,1,33,0,1,0,0,0,1,0,0,1,3.5,1,1,1,407,419,10
FL,1,40,0,1,0,0,0,1,0,1,0,6,0,1,1,452,499,45
FL,1,45,0,0,0,0,1,1,0,0,1,4.3,0,1,1,507,514,2
FL,1,43,0,0,0,0,1,0,1,0,0,4.8,0,1,1,1355,1384,30
FL,1,70,0,0,0,0,1,0,1,0,1,8.46,0,1,1,452,469,15
FL,1,32,0,0,1,0,1,0,1,1,0,5.7,0,1,1,392,514,150
FL,1,25,0,0,0,0,1,1,0,1,0,1.9,0,1,1,512,544,30
FL,1,51,0,1,0,0,0,1,0,1,0,9.82,0,1,1,342,404,60
FL,1,42,0,0,0,0,1,0,1,1,1,8,0,1,1,302,344,40
FL,1,72,0,0,0,0,1,0,1,1,1,10,0,1,1,332,369,35
FL,1,35,0,1,0,0,0,1,0,0,0,2.9,0,1,1,452,474,20
FL,1,29,0,0,0,0,1,1,0,1,1,4.5,0,1,1,392,419,25
FL,1,62,0,0,0,0,1,0,1,0,1,3,0,1,1,422,429,8
FL,1,49,0,0,1,0,0,0,1,0,0,5.31,0,1,1,432,489,55
FL,1,40,0,0,0,0,1,0,1,1,1,15,0,1,1,165,234,60
FL,1,38,0,0,1,0,1,1,0,1,1,4.6,0,1,1,422,444,20
FL,1,45,0,0,1,0,1,1,0,0,0,1.8,1,0,1,482,494,10
FL,1,38,0,0,0,0,1,0,1,0,0,3.5,0,1,1,482,494,10
FL,1,41,1,0,0,0,0,0,1,0,1,1.2,0,1,1,482,509,25
FL,1,49,0,0,0,0,1,1,0,0,1,0.41,0,1,1,482,499,15
FL,1,22,0,0,0,0,1,1,0,1,0,1.8,0,1,1,527,539,10
FL,1,56,0,0,0,0,1,0,1,0,0,5.69,0,1,1,317,349,30
FL,1,63,0,0,1,0,1,0,1,0,1,4.3,0,1,1,245,274,30
FL,1,59,0,0,0,0,1,0,1,0,1,7.5,0,1,1,765,799,30
FL,1,50,0,0,1,0,1,1,0,0,1,4,0,1,1,437,499,60
FL,1,65,0,0,0,0,1,0,1,0,1,5.445,0,1,1,512,524,12
FL,1,32,0,0,0,0,1,0,1,0,1,6.1,0,1,1,362,394,30
FL,1,56,0,0,1,0,1,0,1,1,1,3.7,0,1,1,452,469,15
FL,1,65,0,0,0,0,1,1,0,1,0,8.6,0,1,1,462,474,10
FL,1,37,0,0,0,0,1,0,1,1,1,10,0,1,1,422,439,15
FL,1,27,0,0,0,0,1,0,1,1,0,5.8,0,1,1,422,439,15
FL,1,27,0,0,1,0,0,0,1,0,0,1.5,0,0,1,452,499,45
FL,1,60,0,1,0,0,0,1,0,0,0,11.15,0,1,1,467,489,20
FL,1,19,0,1,0,0,0,1,0,0,1,2.2,0,1,1,1025,1044,20
FL,1,43,0,0,0,0,1,1,0,1,1,16.1,0,1,1,437,484,45
FL,1,62,0,0,0,0,1,0,1,1,1,4.2,0,1,1,362,379,15
FL,1,75,0,0,0,0,1,1,0,0,0,1.84,1,1,1,605,654,50
FL,1,45,0,1,0,0,0,0,1,0,0,1,0,1,1,302,334,30
FL,1,58,1,0,0,0,0,1,0,0,1,2.86,0,1,1,1115,1119,5
FL,1,53,0,0,0,0,1,1,0,1,0,5,0,1,1,467,504,35
FL,1,62,0,0,0,0,1,1,0,1,0,7,0,1,1,452,474,20
FL,1,31,0,0,0,0,0,1,0,1,1,4,0,1,1,347,374,25
FL,1,39,0,1,0,0,0,0,1,0,1,3.6,0,1,1,482,509,25
FL,1,33,0,0,1,0,1,1,0,1,1,4,0,1,1,422,444,20
FL,1,57,0,0,0,0,1,1,0,1,1,42.5,0,1,1,512,519,8
FL,1,21,0,0,0,0,1,1,0,0,0,3.64,0,1,1,502,509,6
FL,1,29,0,1,0,0,0,0,1,0,0,2.5,0,1,1,905,919,15
FL,1,63,0,0,0,0,0,1,0,0,0,1.8,0,1,1,512,544,30
FL,1,42,0,0,0,0,1,0,1,1,0,7.8,0,1,1,422,444,20
FL,1,54,0,0,0,0,1,1,0,0,1,0.06,1,1,1,452,484,30
FL,1,23,0,0,1,0,1,1,0,0,0,3.3,0,1,1,392,399,5
FL,1,67,0,0,0,0,1,1,0,0,0,2.73,0,1,1,512,529,15
FL,1,29,0,0,0,0,1,1,0,0,1,2.8,0,1,1,362,394,30
FL,1,36,0,0,0,0,1,1,0,1,1,4,0,1,1,1095,1129,30
FL,1,33,0,0,0,0,1,1,0,1,0,4.37,0,1,1,482,509,25
FL,1,47,0,0,0,0,1,0,1,1,1,22.8,0,1,1,442,464,20
FL,1,52,0,0,0,0,1,0,1,0,0,4.5,0,1,1,362,389,25
FL,1,35,1,0,0,0,0,1,0,1,1,2,0,1,1,482,514,30
FL,1,35,0,0,1,0,1,1,0,0,1,2.4,0,1,1,422,469,45
FL,1,57,0,0,0,0,1,1,0,0,0,3.3,0,1,1,542,544,1
FL,1,37,0,0,0,0,1,0,1,1,1,11,0,1,1,452,484,30
FL,1,59,0,0,0,0,1,0,1,0,0,2.6,0,1,1,317,344,25
FL,1,45,0,0,0,0,1,0,1,0,1,18.36,0,1,1,437,514,75
FL,1,48,0,1,0,0,0,0,1,1,1,11.5,0,1,1,497,529,30
FL,1,52,0,0,0,0,1,1,0,1,0,8.5,0,1,1,452,459,5
FL,1,39,0,0,0,0,1,0,1,1,1,8.01,0,1,1,452,499,45
FL,1,27,0,0,0,0,1,0,1,1,0,6.2,0,1,1,542,544,1
FL,1,48,0,0,0,0,1,1,0,0,1,4,0,1,1,945,959,10
FL,1,53,0,0,0,0,1,0,1,0,1,10,0,1,1,512,529,15
FL,1,79,0,0,0,0,1,0,1,0,0,6.35,0,1,1,332,349,15
FL,1,42,0,0,0,0,1,1,0,0,1,5.1,0,1,1,422,484,60
FL,1,59,0,0,1,0,1,0,1,0,1,2.9,0,1,1,245,289,45
FL,1,56,0,0,0,0,1,1,0,0,1,1.8,0,1,1,482,544,60
FL,1,29,0,0,0,0,1,0,1,0,0,3.5,0,0,1,377,414,35
FL,1,29,0,0,0,0,1,0,1,1,0,5,0,1,1,422,469,45
FL,1,55,0,0,0,0,1,1,0,1,0,9.1,0,1,1,462,474,12
FL,1,38,0,0,0,0,1,1,0,0,0,3.4,0,1,1,422,434,10
FL,1,33,0,0,0,0,1,0,1,0,0,0.6,0,1,1,482,514,30
FL,1,61,0,0,0,0,1,0,1,1,1,11.7,0,1,1,512,539,25
FL,1,61,0,0,0,0,1,1,0,0,0,9.8,0,1,1,422,444,20
FL,1,72,0,0,0,0,1,1,0,1,0,5.6,0,1,0,422,444,20
FL,1,59,0,0,0,0,1,1,0,0,0,2.3,0,0,1,482,504,20
FL,1,65,0,0,0,0,1,0,1,0,1,7.3,0,1,1,422,454,30
FL,1,33,0,0,0,0,1,1,0,1,1,3.5,0,1,1,422,444,20
FL,1,46,0,0,1,0,1,1,0,0,0,4,1,1,1,392,414,20
FL,1,43,0,0,0,0,0,0,1,1,1,6,0,1,1,392,424,30
FL,1,27,0,0,0,0,1,1,0,0,0,4.5,0,1,1,497,514,15
FL,1,41,0,0,0,0,1,1,0,0,0,12.29,0,1,1,467,489,20
FL,1,35,0,0,0,0,1,1,0,1,1,4.2,0,1,1,1025,1064,40
FL,1,37,0,0,0,0,1,1,0,0,0,1.9,0,1,1,522,544,20
FL,1,33,0,1,0,0,0,1,0,0,0,3.3,1,1,1,452,464,10
FL,1,54,0,0,1,0,1,0,1,0,0,2.6,1,1,1,422,484,60
FL,1,47,0,0,0,0,1,1,0,0,1,2.66,0,1,1,462,479,15
FL,1,26,0,0,0,0,1,1,0,0,1,3,0,1,1,467,514,45
FL,1,35,0,0,0,0,1,0,1,0,0,2,0,0,1,482,514,30
FL,1,54,0,0,0,0,1,1,0,0,0,4.5,0,1,1,452,484,30
FL,1,58,0,0,1,0,0,1,0,0,0,2.05,0,1,1,75,129,60
FL,1,22,0,0,0,0,1,0,1,1,0,2,0,0,1,362,389,25
FL,1,27,0,0,0,0,1,1,0,0,1,3.9,0,0,1,542,564,20
FL,1,65,0,1,0,0,0,1,0,0,0,5.5,0,1,1,332,334,3
FL,1,55,0,0,0,0,1,0,1,1,1,13,0,1,1,452,474,20
FL,1,22,0,0,0,0,0,0,1,0,0,1.58,0,1,1,452,464,10
FL,1,31,0,0,0,0,1,0,1,1,0,7.3,0,1,1,412,454,40
FL,1,35,0,0,0,0,1,1,0,1,1,6.4,0,1,1,557,569,10
FL,1,46,0,0,1,0,1,1,0,1,1,3.7,0,1,1,437,489,50
FL,1,18,0,0,1,0,1,1,0,0,0,0.88,0,1,1,785,829,45
FL,1,53,0,1,0,0,0,0,1,1,1,10.5,0,1,1,885,934,45
FL,1,18,0,0,1,0,1,1,0,0,0,0.64,1,1,1,572,604,30
FL,1,28,0,0,0,0,1,1,0,0,0,6,0,1,1,362,379,15
FL,1,62,0,0,0,0,1,1,0,0,0,5.92,0,1,1,482,504,20
FL,1,22,0,0,0,0,1,1,0,0,0,1.1,0,1,1,452,464,10
FL,1,66,0,1,1,0,0,0,1,0,0,1.6,1,1,1,302,314,10
FL,1,56,0,1,0,0,0,1,0,0,1,2.1,1,1,1,965,989,25
FL,1,61,0,1,0,0,0,1,0,0,1,4.24,1,1,1,422,469,45
FL,1,62,1,0,0,0,0,1,0,0,1,3.5,0,1,1,497,544,45
FL,1,23,0,1,0,0,0,1,0,0,0,0.92,1,1,1,392,414,20
FL,1,45,0,1,0,0,0,0,1,1,1,5,0,1,1,452,459,5
FL,1,36,0,0,0,0,1,0,1,1,1,4,0,1,1,572,594,20
FL,1,25,0,0,0,0,1,1,0,0,0,3.5,0,1,1,467,484,15
FL,1,54,0,1,0,0,0,1,0,0,0,2.28,0,1,0,422,454,30
FL,1,63,0,0,0,0,1,0,1,1,1,25.2,0,0,1,512,569,55
FL,1,68,0,0,0,0,1,0,1,0,1,10.4,0,1,1,392,424,30
FL,1,40,0,0,0,0,1,1,0,0,0,3.5,0,1,1,467,514,45
FL,1,65,0,0,0,0,1,1,0,1,1,6.5,0,1,1,372,419,45
FL,1,65,0,0,0,0,1,0,1,0,0,1.95,0,1,1,1025,1039,15
FL,1,52,0,0,0,0,1,1,0,0,1,2.08,0,0,1,422,444,20
FL,1,65,0,0,0,0,1,0,1,0,0,5.5,0,1,1,905,924,20
FL,1,17,0,0,0,0,0,1,0,0,0,0.25,0,1,1,905,919,15
FL,1,53,0,0,0,0,1,0,1,1,1,8.4,0,1,1,422,434,10
FL,1,57,0,0,1,0,1,0,1,0,1,5,0,1,1,422,444,20
FL,1,36,1,0,0,0,0,1,0,1,0,12.5,0,0,1,482,514,30
FL,1,51,0,0,0,0,1,0,1,1,1,9,0,1,1,482,489,8
FL,1,40,0,1,0,0,0,1,0,0,0,4,1,1,1,472,494,20
FL,1,54,0,0,0,0,1,0,1,0,0,1.8,0,1,1,785,844,60
FL,1,19,0,1,0,0,0,1,0,0,0,1.5,0,0,1,482,504,20
FL,1,20,0,1,0,0,0,1,0,0,0,1.14,0,0,1,362,409,45
FL,1,22,0,0,1,0,1,0,1,0,0,1.2,0,1,1,482,494,10
FL,1,21,1,0,0,0,0,0,1,1,0,1.5,0,1,1,725,759,35
FL,1,71,0,0,0,0,1,0,1,1,1,25.49,0,1,1,437,459,20
FL,1,34,0,0,0,0,1,1,0,1,0,4.1,0,1,1,422,469,45
FL,1,62,0,0,0,0,1,1,0,1,1,9,0,1,1,392,424,30
FL,1,64,0,0,0,0,1,0,1,1,1,1.55,0,1,1,542,584,40
FL,1,54,0,0,0,0,1,1,0,0,1,4.29,0,1,1,362,414,50
FL,1,58,0,0,0,0,1,0,1,0,1,24,0,1,1,332,424,90
FL,1,56,0,0,1,0,1,1,0,0,1,2,0,1,1,452,484,30
FL,1,68,0,0,0,0,1,0,1,0,1,6.2,0,1,1,377,394,15
FL,1,25,0,0,0,0,1,1,0,0,1,1.71,0,1,1,392,414,20
FL,1,57,0,0,0,0,1,0,1,1,1,8.5,0,1,1,275,474,150
FL,1,55,0,0,0,0,1,0,1,0,1,5,0,1,1,422,429,5
FL,1,39,0,0,0,0,1,1,0,0,1,7.5,0,1,1,437,459,20
FL,1,50,1,0,0,0,0,1,0,1,1,8.4,0,1,1,362,389,25
FL,1,28,0,1,0,0,0,0,1,0,1,1.7,1,1,0,215,229,15
FL,1,45,0,0,1,0,1,0,1,1,1,10.7,0,1,1,437,449,10
FL,1,57,0,0,0,0,1,0,1,0,0,4.7,0,1,1,422,429,5
FL,1,27,0,0,0,0,1,1,0,1,0,7.7,0,1,1,467,514,45
FL,1,41,1,0,0,0,0,0,1,0,0,0.6,0,1,1,482,514,30
FL,1,66,0,0,0,0,1,1,0,1,1,6.9,0,1,1,482,499,15
FL,1,72,0,0,0,0,1,0,1,1,1,4.32,0,1,1,312,319,6
FL,1,35,0,0,0,0,1,0,1,0,1,2.6,0,1,1,845,879,35
FL,1,37,0,1,0,0,0,1,0,0,1,2.8,1,1,1,542,564,20
FL,1,48,0,1,0,0,0,1,0,0,1,2,0,1,0,482,529,45
FL,1,40,0,1,0,0,0,1,0,0,0,1.7,1,1,0,362,384,20
FL,1,49,0,0,0,0,1,1,0,0,1,1.1,0,1,1,452,479,25
FL,1,64,0,0,0,0,1,1,0,0,0,3.04,0,1,1,392,414,20
FL,1,36,0,0,1,0,1,0,1,0,0,0.5,0,1,1,542,634,90
FL,1,59,0,0,0,0,1,0,1,0,1,2.5,0,1,1,482,494,10
FL,1,16,0,0,0,0,1,0,1,0,0,0.5,0,1,1,845,864,20
FL,1,56,0,0,0,0,1,0,1,0,1,5.5,0,1,1,635,674,40
FL,1,43,0,0,0,0,1,1,0,1,0,5.8,0,1,1,1085,1089,8
FL,1,58,0,0,0,0,1,1,0,0,0,1.99,0,1,1,392,454,60
FL,1,56,0,0,0,0,1,1,0,0,0,2.4,0,1,1,332,354,20
FL,1,60,0,0,0,0,1,1,0,1,1,5,0,1,1,422,454,30
FL,1,29,0,0,0,0,1,1,0,0,1,5,1,1,1,362,394,30
FL,1,30,0,0,0,0,1,0,1,0,1,5.5,0,0,1,482,504,20
FL,1,58,0,0,0,0,1,1,0,1,0,62.4,0,0,1,482,494,10
FL,1,66,0,0,0,0,1,0,1,0,0,3.2,0,1,1,577,599,20
FL,1,39,0,1,0,0,0,0,1,0,1,4.5,0,0,1,482,504,20
FL,1,50,0,0,0,0,1,1,0,0,1,8.9,0,1,1,392,414,20
FL,1,62,0,0,0,0,1,0,1,0,1,5.2,0,1,1,482,519,35
FL,1,54,0,0,0,0,1,0,1,0,0,5.3,0,0,1,452,469,15
FL,1,68,0,0,0,0,1,1,0,1,1,2,0,1,1,572,634,60
FL,1,41,0,0,0,0,1,1,0,0,1,4,0,1,1,572,589,15
FL,1,48,0,0,0,0,1,1,0,0,0,2.7,0,1,1,482,489,5
FL,1,39,0,0,0,0,1,0,1,1,1,12,0,1,1,452,464,10
FL,1,23,0,0,0,0,1,1,0,0,0,2.1,0,1,1,422,434,10
FL,1,27,0,0,0,0,1,0,1,0,1,0.5,0,1,1,452,504,50
FL,1,52,0,0,0,0,1,1,0,1,0,2.5,0,1,1,422,469,45
GA,0,44,0,1,0,0,0,1,0,0,0,1.4,1,0,1,452,499,45
GA,0,45,0,0,0,0,1,0,1,1,1,2,0,1,1,422,464,40
GA,0,34,0,0,0,0,1,0,1,1,1,8.5,0,1,1,422,454,30
GA,0,42,0,0,0,0,1,1,0,0,1,0.3,0,1,1,452,469,15
GA,0,24,0,0,0,0,1,1,0,1,1,6,0,1,1,512,539,25
GA,0,56,0,0,0,0,1,1,0,0,0,1.4,1,1,0,605,624,24
GA,0,52,0,0,0,0,1,1,0,1,1,5.2,0,1,1,407,419,10
GA,0,21,0,0,0,0,1,1,0,0,0,2.2,0,1,0,422,444,20
GA,0,61,0,0,0,0,1,1,0,0,0,8,0,1,1,362,484,150
GA,0,34,0,0,0,0,1,1,0,1,1,6.2,0,1,1,407,424,15
GA,0,32,0,0,0,0,1,1,0,1,1,4.4,0,1,1,407,434,25
GA,0,39,0,0,0,0,1,1,0,0,1,3.12,0,1,1,482,514,30
GA,0,43,0,1,0,0,0,0,1,0,1,1.6,1,0,0,512,529,15
GA,0,57,0,0,0,0,1,1,0,0,1,3.64,0,1,1,442,454,10
GA,0,45,0,0,0,0,1,1,0,1,1,8.1,0,1,1,422,469,45
GA,0,54,0,0,1,0,1,0,1,1,0,21,0,1,1,422,449,25
GA,0,41,0,0,0,0,1,0,1,0,1,4,0,1,1,285,319,30
GA,0,19,0,1,0,0,0,1,0,0,0,2.4,1,0,1,965,974,10
GA,0,42,0,0,0,0,1,1,0,0,0,3.8,0,1,1,422,454,30
GA,0,52,0,1,0,0,0,1,0,1,1,3.543,0,1,1,402,414,10
GA,0,66,0,0,0,0,1,0,1,0,1,0.78,0,1,0,302,334,30
GA,0,59,0,0,0,0,1,1,0,0,1,3.5,0,1,1,392,444,50
GA,0,27,0,0,0,0,1,0,1,1,0,12,0,1,1,482,499,15
GA,0,63,0,0,0,0,1,0,1,1,1,7.2,0,1,1,422,484,60
GA,0,23,0,1,0,0,0,1,0,1,1,0.5,0,0,1,302,324,20
GA,0,46,0,0,0,0,1,1,0,0,1,6.8,0,1,1,467,474,8
GA,0,31,0,1,0,0,0,1,0,1,1,7.3,0,1,1,392,414,23
GA,0,45,0,0,0,0,1,0,1,0,1,6.5,0,1,1,512,529,15
GA,0,51,0,1,0,0,0,1,0,0,0,2,0,1,1,392,404,10
GA,0,49,0,1,0,0,0,1,0,0,0,3.72,1,1,1,332,354,20
GA,0,35,0,0,0,0,1,0,1,1,1,9.6,0,1,1,392,409,15
GA,0,67,0,0,0,0,1,0,1,0,1,15.252,0,1,1,482,529,45
GA,0,33,0,1,0,0,0,0,1,0,0,3,0,1,1,362,389,25
GA,0,60,0,0,0,0,1,1,0,1,1,7.4,0,1,1,312,349,35
GA,0,43,0,1,0,0,0,1,0,0,0,2.5,0,1,1,245,274,30
GA,0,50,0,0,0,0,1,1,0,0,0,2.5,0,1,1,527,539,10
GA,0,58,0,1,0,0,0,1,0,0,1,2,0,0,1,422,484,60
GA,0,42,0,0,0,0,1,0,1,0,1,2.86,0,1,1,382,394,10
GA,0,34,0,0,1,0,1,0,1,0,1,3,1,1,1,422,484,60
GA,0,59,0,0,0,0,1,1,0,0,0,4.2,0,1,1,407,484,75
GA,0,60,0,0,0,0,1,1,0,0,0,1.2,0,1,1,512,584,70
GA,0,62,0,0,0,0,1,0,1,0,1,7,0,1,1,422,439,15
GA,0,64,0,0,0,0,1,1,0,0,0,3.36,0,1,1,512,524,12
GA,0,38,0,0,0,0,1,1,0,0,0,1.85,0,0,1,422,439,15
GA,0,47,0,1,0,0,0,1,0,1,0,12,0,1,1,512,529,15
GA,0,60,0,1,0,0,0,0,1,0,1,3.6,0,1,1,185,199,15
GA,0,34,0,0,1,0,0,1,0,1,1,6.2,0,1,1,482,529,45
