state,i_urban,age,i_asian,i_black,i_hispanic,i_indigenous,i_white,i_female,i_male,education,i_grad_college,i_married,personal_income,i_foodstamps,i_health_insurance,i_internet,time_depart,time_arrive,time_commuting
CA,1,63,0,0,0,0,0,1,0,12,0,1,3,0,1,1,332,349,15
CA,1,24,0,0,0,0,1,1,0,14,0,0,2.6,0,1,1,467,529,60
CA,1,36,0,0,0,0,1,1,0,13,0,1,5.7,0,1,1,467,474,5
CA,1,53,0,0,0,0,1,1,0,17,1,1,16,0,1,1,452,484,30
CA,1,35,0,0,0,0,1,0,1,12,0,1,4.5,0,1,1,905,919,15
CA,1,46,0,0,0,0,1,0,1,12,0,1,2.8,0,1,1,392,409,15
CA,1,57,0,0,0,0,1,1,0,14,0,0,5.003,0,1,1,482,499,15
CA,1,60,0,0,1,0,0,0,1,12,0,0,3.245,0,1,1,302,334,30
CA,1,56,0,0,1,0,0,1,0,17,1,1,9.5,0,1,1,467,494,25
CA,1,44,0,0,0,0,1,0,1,13,0,1,6.7,0,1,1,422,429,8
CA,1,28,0,0,1,0,1,1,0,13,0,0,2.8,0,1,1,1025,1039,15
CA,1,23,0,0,1,0,0,1,0,16,1,1,0.8,0,1,1,285,304,15
CA,1,32,0,0,1,0,1,0,1,13,0,1,3.6,0,1,1,392,409,15
CA,1,24,0,0,1,0,1,0,1,16,1,0,0.75,0,1,1,452,499,45
CA,1,21,0,0,1,0,0,1,0,14,0,0,2.86,0,1,1,452,499,45
CA,1,57,0,0,0,0,1,1,0,14,0,1,1.2,0,1,1,675,684,7
CA,1,47,0,0,1,0,1,1,0,14,0,1,1,0,1,1,935,949,15
CA,1,73,0,0,0,0,1,1,0,13,0,1,0.64,0,1,1,422,439,15
CA,1,36,1,0,0,0,0,1,0,17,1,1,11,0,1,1,332,364,30
CA,1,26,0,0,0,0,1,0,1,16,1,0,1.5,0,1,1,437,479,40
CA,1,43,0,0,0,0,1,0,1,12,0,1,12,0,1,1,422,449,25
CA,1,36,0,0,0,0,1,0,1,12,0,0,8,0,1,1,402,434,30
CA,1,69,0,0,0,0,1,1,0,16,1,0,8.4,0,1,1,482,494,12
CA,1,20,0,0,1,0,1,0,1,12,0,0,1.7,1,1,1,452,464,10
CA,1,48,0,0,0,0,1,1,0,12,0,1,2.9,0,1,1,965,974,10
CA,1,51,1,0,0,0,0,1,0,16,1,1,10,0,1,1,452,469,15
CA,1,31,0,0,1,0,1,0,1,12,0,1,1.8,0,1,0,362,374,10
CA,1,59,0,0,0,0,1,1,0,13,0,0,4,0,1,1,605,624,20
CA,1,23,0,0,1,0,1,0,1,13,0,0,2.8,0,1,1,422,544,141
CA,1,46,1,0,0,0,0,1,0,16,1,1,9.5,0,1,1,422,439,15
CA,1,32,0,0,0,0,1,1,0,14,0,1,7.36,0,1,1,392,409,15
CA,1,24,0,0,1,0,0,1,0,13,0,0,0.53,1,1,1,665,669,6
CA,1,24,0,0,1,0,0,1,0,12,0,1,1,0,1,0,905,924,20
CA,1,28,0,0,1,0,1,0,1,12,0,1,6.3,0,1,1,362,424,60
CA,1,32,0,0,1,0,1,0,1,8,0,1,1,0,0,1,905,964,60
CA,1,51,0,0,1,0,1,0,1,8,0,1,3.9,0,1,1,105,124,30
CA,1,25,0,0,1,0,1,0,1,12,0,0,3.2,0,1,1,795,819,20
CA,1,57,0,0,1,0,1,1,0,12,0,1,4.11,0,1,1,725,754,30
CA,1,27,0,0,1,0,0,0,1,14,0,0,4.21,0,0,1,542,564,20
CA,1,28,0,0,0,0,1,1,0,17,1,1,6.1,0,1,1,482,544,60
CA,1,74,1,0,0,0,0,0,1,16,1,1,13,0,1,1,332,349,15
CA,1,46,0,1,0,0,0,0,1,16,1,1,6.1,0,1,1,422,454,30
CA,1,54,1,0,0,0,0,1,0,17,1,1,3,0,1,1,542,559,15
CA,1,57,0,0,1,0,0,1,0,13,0,0,6.9,0,1,1,245,274,30
CA,1,42,0,0,1,0,1,1,0,13,0,0,4,0,1,1,452,459,5
CA,1,27,0,0,1,0,1,1,0,12,0,1,2,0,1,1,362,384,20
CA,1,25,0,0,1,0,0,1,0,13,0,0,2.1,0,0,1,572,599,25
CA,1,18,0,0,1,0,0,0,1,12,0,0,0.72,1,1,1,945,959,12
CA,1,29,0,0,1,0,0,0,1,16,1,0,3,0,1,1,935,964,30
CA,1,34,0,0,0,0,1,0,1,17,1,1,10,0,1,1,422,464,40
CA,1,39,0,0,0,0,1,1,0,16,1,0,5.8,0,1,1,452,469,15
CA,1,44,1,0,0,0,0,0,1,12,0,1,1.9,0,1,1,572,604,30
CA,1,35,0,0,1,0,0,1,0,16,1,0,4,0,1,1,605,649,45
CA,1,49,0,0,1,0,0,0,1,8,0,1,5.8,0,1,1,482,544,60
CA,1,67,0,0,0,0,1,0,1,16,1,1,60.56,0,1,1,487,539,50
CA,1,64,0,0,0,0,1,0,1,12,0,1,19.5,0,1,1,452,484,30
CA,1,58,0,0,0,0,1,1,0,14,0,1,5.2,0,1,1,462,504,40
CA,1,26,0,0,1,0,1,1,0,12,0,0,1.2,0,1,1,392,414,20
CA,1,31,0,0,1,0,1,1,0,14,0,0,6,0,1,0,452,469,15
CA,1,35,0,0,1,0,1,0,1,8,0,0,3.2,1,1,1,392,449,55
CA,1,20,0,0,1,0,1,1,0,13,0,0,0.7,1,1,1,905,914,10
CA,1,25,0,0,1,0,1,1,0,16,1,0,8.5,0,1,1,422,429,5
CA,1,35,0,0,0,0,1,1,0,16,1,0,3.5,0,1,1,945,979,30
CA,1,29,0,0,1,0,1,1,0,16,1,0,7.7,0,1,1,482,514,30
CA,1,56,1,0,0,0,0,1,0,16,1,1,2.5,0,1,1,225,244,15
CA,1,42,0,0,1,0,1,1,0,12,0,1,3.5,0,0,1,442,474,30
CA,1,40,1,0,0,0,0,0,1,12,0,1,4.5,0,1,1,302,349,45
CA,1,38,0,0,1,0,1,0,1,12,0,1,0.22,1,0,1,437,454,15
CA,1,29,0,0,0,0,1,0,1,14,0,0,8.4,0,1,1,542,569,25
CA,1,33,0,0,1,0,1,1,0,13,0,1,2.19,0,1,1,482,499,15
CA,1,28,0,0,1,0,0,1,0,16,1,0,3.52,0,1,1,402,454,50
CA,1,49,0,0,1,0,0,1,0,12,0,1,11,0,1,1,245,289,45
CA,1,60,0,0,1,0,1,1,0,12,0,1,3.55,0,1,1,392,419,25
CA,1,54,0,0,0,0,1,0,1,12,0,1,12,0,1,1,302,344,40
CA,1,27,0,0,1,0,0,0,1,13,0,0,0.3,0,1,1,362,379,15
CA,1,31,0,0,0,0,0,1,0,16,1,0,6.8,0,1,1,542,604,60
CA,1,66,0,0,0,0,1,0,1,13,0,0,2.92,0,1,0,422,449,25
CA,1,29,0,0,1,0,1,0,1,13,0,0,3.7,0,1,1,302,329,25
CA,1,22,0,0,1,0,1,1,0,14,0,0,3.7,0,1,1,362,384,20
CA,1,52,0,0,1,0,1,0,1,12,0,0,2.82,0,1,1,482,484,1
CA,1,62,0,0,0,0,1,0,1,17,1,0,18,0,1,1,482,529,45
CA,1,46,1,0,0,0,0,1,0,14,0,0,5.5,0,1,1,542,554,10
CA,1,46,0,0,1,0,0,1,0,12,0,0,0.36,0,1,1,422,444,20
CA,1,50,0,0,0,0,1,0,1,13,0,1,5.5,0,1,1,452,454,3
CA,1,44,0,0,1,0,0,0,1,12,0,1,3.5,1,0,1,362,424,60
CA,1,48,0,0,1,0,0,1,0,14,0,1,4,0,1,1,467,484,15
CA,1,60,1,0,0,0,0,1,0,13,0,1,1.33,0,0,1,635,664,30
CA,1,37,1,0,0,0,0,1,0,16,1,1,3,0,1,1,497,539,40
CA,1,28,0,0,0,0,1,0,1,16,1,0,5,0,1,1,452,474,20
CA,1,54,0,0,1,0,1,0,1,12,0,1,6.8,0,1,1,362,384,20
CA,1,63,1,0,0,0,0,1,0,16,1,1,7.6,0,1,1,462,529,65
CA,1,22,0,0,1,0,0,1,0,13,0,0,1.4,0,0,1,512,544,30
CA,1,43,1,0,0,0,0,1,0,17,1,0,8,0,1,1,135,154,30
CA,1,51,0,0,1,0,0,1,0,8,0,0,2.7,0,1,1,452,499,45
CA,1,47,0,0,0,0,1,0,1,12,0,0,5.9,0,1,1,437,469,30
CA,1,30,0,0,1,0,1,1,0,16,1,1,3.096,0,1,1,512,559,45
CA,1,29,0,0,1,0,0,0,1,12,0,0,4,0,1,1,362,394,30
CA,1,63,0,0,0,0,1,1,0,13,0,1,13.4,0,1,1,587,639,50
CA,1,24,0,0,1,0,1,1,0,12,0,0,0.049,0,1,1,512,574,60
CA,1,67,0,0,0,0,1,0,1,16,1,1,5.5,0,1,1,332,354,20
CA,1,32,0,0,1,0,0,0,1,13,0,0,5.9,0,1,1,302,334,30
CA,1,57,0,0,0,0,1,1,0,14,0,0,4.95,0,1,1,497,524,25
CA,1,66,0,0,1,0,1,1,0,8,0,1,1.21,0,1,1,482,499,15
CA,1,72,0,0,0,0,1,1,0,12,0,1,1.55,0,1,0,645,654,5
CA,1,43,0,0,1,0,1,1,0,9,0,0,1.6,0,0,1,482,494,10
CA,1,18,0,0,1,0,0,0,1,10,0,0,0.6,0,1,1,185,204,20
CA,1,20,1,0,0,0,0,0,1,13,0,0,0.3,0,1,1,557,559,2
CA,1,27,1,0,0,0,0,1,0,13,0,0,2,0,0,1,605,639,35
CA,1,33,1,0,0,0,0,1,0,16,1,1,5,0,1,1,472,594,141
CA,1,42,0,0,1,0,1,0,1,14,0,1,4.8,0,1,1,342,414,70
CA,1,36,0,0,0,0,1,1,0,12,0,0,5,0,1,1,377,389,10
CA,1,46,0,0,0,0,1,0,1,17,1,1,21.7,0,1,1,605,624,20
CA,1,68,0,0,0,0,1,1,0,17,1,0,4.88,0,1,1,392,444,50
CA,1,26,0,0,1,0,0,0,1,12,0,0,1.44,0,1,1,1085,1124,40
CA,1,33,0,0,1,0,0,0,1,16,1,1,6,0,1,1,302,364,60
CA,1,29,1,0,0,0,0,1,0,14,0,0,9.8,0,1,1,362,404,40
CA,1,64,0,0,0,0,1,0,1,16,1,0,4.2,0,1,1,377,409,30
CA,1,35,0,0,1,0,1,1,0,17,1,1,6.5,1,1,1,377,384,8
CA,1,34,0,0,1,0,0,0,1,12,0,0,1.92,0,1,0,542,604,60
CA,1,51,0,0,0,0,1,0,1,12,0,1,10,0,1,1,422,434,10
CA,1,21,0,0,0,0,0,0,1,12,0,0,1.18,0,1,1,512,559,45
CA,1,43,0,0,0,0,1,1,0,16,1,0,9.9,0,1,1,512,529,15
CA,1,38,0,0,1,0,0,1,0,12,0,0,9,0,1,0,452,499,45
CA,1,55,0,0,0,0,1,1,0,16,1,1,6,0,1,1,332,379,45
CA,1,46,0,0,1,0,0,0,1,12,0,1,4.3,0,0,1,332,344,10
CA,1,27,0,0,0,0,1,1,0,14,0,1,3.7,0,1,1,437,469,30
CA,1,45,0,0,1,0,1,1,0,12,0,0,4,0,1,1,542,574,30
CA,1,61,1,0,0,0,0,1,0,17,1,1,8,0,1,1,397,429,30
CA,1,58,0,1,0,0,0,1,0,12,0,0,6,0,1,1,302,324,22
CA,1,28,1,0,0,0,0,1,0,13,0,0,1.44,0,0,0,665,679,15
CA,1,35,0,0,0,0,1,0,1,16,1,0,13,0,1,1,452,504,50
CA,1,58,0,0,1,0,1,1,0,9,0,0,1.41,0,1,1,422,514,90
CA,1,45,1,0,0,0,0,0,1,14,0,1,2.3,0,1,1,482,534,50
CA,1,64,0,0,1,0,1,0,1,12,0,1,3.91,0,1,1,1335,1359,20
CA,1,48,1,0,0,0,0,1,0,16,1,1,10,0,1,1,482,504,20
CA,1,43,0,0,1,0,1,0,1,12,0,1,4,0,1,1,482,514,30
CA,1,49,0,0,1,0,1,1,0,13,0,0,4.8,0,1,1,407,469,60
CA,1,24,1,0,0,0,0,0,1,13,0,0,1.2,0,0,1,482,529,45
CA,1,30,0,0,1,0,1,0,1,13,0,0,2,0,1,1,437,454,15
CA,1,50,0,0,1,0,0,1,0,12,0,1,3,0,0,1,995,1024,30
CA,1,53,1,0,0,0,0,1,0,12,0,0,2.77,0,1,1,437,459,20
CA,1,48,0,0,1,0,1,1,0,17,1,1,7.9,0,1,1,377,424,45
CA,1,22,0,0,1,0,0,0,1,13,0,0,1.5,0,1,1,332,339,5
CA,1,59,0,0,1,0,0,0,1,10,0,0,2.5,0,0,0,332,339,5
CA,1,62,0,0,1,0,0,0,1,7,0,0,3.6,0,1,0,482,514,30
CA,1,26,0,0,1,0,1,0,1,13,0,0,7,0,1,1,542,574,30
CA,1,29,1,0,0,0,0,1,0,16,1,0,8.5,0,1,1,387,549,141
CA,1,33,0,0,1,0,1,1,0,16,1,1,10,0,1,1,377,444,65
CA,1,65,0,0,1,0,1,0,1,16,1,1,62.6,0,1,1,482,504,20
CA,1,44,0,0,1,0,0,0,1,17,1,0,9.3,0,1,1,452,484,30
CA,1,27,0,0,1,0,0,1,0,12,0,1,1.6,0,1,1,447,469,20
CA,1,32,1,0,0,0,0,1,0,17,1,1,4.3,0,1,1,422,454,30
CA,1,25,0,0,0,0,1,0,1,17,1,0,3,0,1,1,462,474,10
CA,1,50,1,0,0,0,0,1,0,13,0,1,0.4,0,1,1,482,504,20
CA,1,24,1,0,0,0,0,0,1,13,0,0,1.2,0,1,1,935,974,40
CA,1,31,0,0,0,0,1,0,1,13,0,1,15.18,0,1,1,512,544,30
CA,1,28,0,0,1,0,1,0,1,14,0,0,2,1,1,1,422,454,30
CA,1,46,0,0,0,0,1,0,1,16,1,1,18,0,1,1,452,514,60
CA,1,38,0,0,0,0,1,0,1,14,0,1,21.4,0,1,1,482,604,141
CA,1,25,0,0,1,0,1,1,0,7,0,0,0.99,1,1,1,482,504,20
CA,1,31,0,0,1,0,1,1,0,12,0,0,3.1,0,1,1,605,634,30
CA,1,35,0,0,1,0,0,0,1,9,0,0,2.7,1,0,0,482,494,10
CA,1,54,0,0,1,0,1,1,0,12,0,1,2.5,0,1,1,542,554,10
CA,1,37,0,0,0,0,1,0,1,14,0,1,3.9,0,1,1,422,439,15
CA,1,32,0,0,0,0,1,1,0,17,1,1,7.6,0,1,1,605,634,30
CA,1,43,0,0,1,0,0,0,1,10,0,0,3.2,1,1,1,362,399,35
CA,1,49,0,0,1,0,0,1,0,13,0,0,8.6,0,1,1,512,539,25
CA,1,42,0,0,1,0,0,0,1,12,0,1,2.4,0,0,1,472,484,10
CA,1,24,1,0,1,0,0,1,0,16,1,0,3.2,0,1,1,442,504,60
CA,1,26,0,0,1,0,0,1,0,13,0,1,2.88,0,0,1,965,1014,50
CA,1,46,0,0,1,0,1,1,0,12,0,1,2.5,0,1,1,492,509,15
CA,1,54,0,0,0,0,1,0,1,17,1,1,16,0,1,1,422,544,141
CA,1,57,0,0,1,0,1,1,0,9,0,1,2.9,0,1,1,302,334,30
CA,1,63,0,0,0,0,1,0,1,12,0,0,3.32,0,1,1,185,384,141
CA,1,32,1,0,0,0,0,1,0,12,0,1,4.94,0,1,1,362,454,90
CA,1,44,0,1,0,0,0,1,0,12,0,1,2,0,1,1,382,414,30
CA,1,35,0,0,1,0,0,1,0,17,1,1,6.5,0,1,1,467,484,15
CA,1,48,0,0,1,0,1,1,0,8,0,0,1.51,0,0,1,512,544,30
CA,1,58,1,0,0,0,0,1,0,16,1,1,0.4,0,0,1,462,494,30
CA,1,31,0,1,1,0,0,1,0,14,0,1,5.5,0,1,1,452,494,40
CA,1,31,0,0,1,0,0,0,1,13,0,0,8.12,0,1,1,512,554,40
CA,1,41,0,0,0,0,1,1,0,16,1,0,3.1,0,1,1,357,414,55
CA,1,56,0,0,1,0,1,0,1,8,0,0,3,0,1,1,422,439,15
CA,1,45,0,0,1,0,1,1,0,12,0,0,3.52,0,1,1,397,414,15
CA,1,36,0,0,1,0,1,1,0,16,1,1,9,0,1,1,382,429,45
CA,1,37,0,0,1,0,1,0,1,13,0,0,5.7,0,1,1,422,454,30
CA,1,46,0,0,1,0,1,1,0,12,0,1,1.6,0,1,1,422,464,40
CA,1,25,0,0,1,0,0,1,0,13,0,0,2.3,0,1,1,392,434,40
CA,1,38,0,0,0,0,1,1,0,17,1,1,24,0,1,1,392,454,60
CA,1,20,0,0,0,0,1,1,0,12,0,0,0.96,0,1,1,1065,1079,12
CA,1,47,0,0,1,0,1,1,0,14,0,0,2.3,0,1,1,362,424,60
CA,1,29,1,0,0,0,0,0,1,16,1,1,2.4,0,1,1,542,604,60
CA,1,26,0,0,1,0,1,0,1,16,1,0,4,0,1,1,635,664,30
CA,1,29,0,0,1,0,0,1,0,16,1,0,3.1,0,1,1,422,484,60
CA,1,34,0,0,1,0,0,0,1,16,1,0,0.88,0,0,1,362,394,30
CA,1,36,0,0,1,0,1,0,1,13,0,1,8.5,0,1,1,362,389,25
CA,1,50,0,0,0,0,1,1,0,12,0,0,30.28,0,1,1,452,474,20
CA,1,34,0,0,1,0,1,0,1,13,0,0,3.4,0,1,1,527,534,8
CA,1,63,0,0,0,0,1,1,0,13,0,1,5.408,0,1,1,442,469,25
CA,1,32,0,0,0,0,1,0,1,12,0,1,56.5,0,1,1,392,424,30
CA,1,62,0,0,0,0,1,0,1,17,1,1,15,0,1,1,377,424,45
CA,1,44,1,0,0,0,0,0,1,16,1,1,2.59,0,1,0,362,374,10
CA,1,23,0,0,1,0,1,1,0,13,0,0,3.018,0,0,1,195,199,5
CA,1,51,1,0,0,0,0,0,1,13,0,1,4.8,0,1,1,467,519,50
CA,1,78,0,0,0,0,1,1,0,17,1,1,4.02,0,1,1,422,439,19
CA,1,51,0,1,0,0,0,0,1,13,0,1,10.7,0,1,1,362,389,25
CA,1,67,0,0,0,0,1,1,0,17,1,1,9.2,0,1,1,605,619,15
CA,1,34,0,0,0,0,1,1,0,13,0,1,8.5,0,1,1,512,574,60
CA,1,48,0,0,1,0,1,0,1,10,0,0,0.6,0,1,1,437,474,35
CA,1,53,0,0,1,0,1,0,1,12,0,1,5,0,1,1,467,489,20
CA,1,54,1,0,0,0,0,0,1,12,0,1,6,0,0,1,542,554,10
CA,1,48,0,0,1,0,1,1,0,12,0,0,2,0,1,1,442,454,10
CA,1,39,0,0,0,0,0,0,1,14,0,0,0.24,0,1,1,1065,1084,15
CA,1,53,0,0,0,0,1,0,1,12,0,1,4,0,1,1,285,319,30
CA,1,40,0,0,1,0,1,1,0,14,0,1,5.5,0,1,1,75,99,30
CA,1,53,0,0,0,0,1,1,0,13,0,0,8.5,0,1,1,452,494,40
CA,1,36,0,0,0,0,1,0,1,17,1,1,9,0,1,1,362,384,20
CA,1,35,0,0,0,0,1,1,0,12,0,0,4.56,0,1,1,392,424,30
CA,1,42,0,0,0,0,1,0,1,16,1,0,7.5,0,1,1,397,419,20
CA,1,58,0,0,0,0,1,1,0,16,1,1,10,0,1,1,482,514,30
CA,1,27,0,0,0,0,0,1,0,13,0,0,5.5,0,1,1,362,384,20
CA,1,42,0,0,1,0,0,0,1,11,0,1,3,0,1,1,302,344,40
CA,1,38,0,0,1,0,1,1,0,17,1,1,6.8,0,1,1,422,459,35
CA,1,62,0,0,0,0,1,1,0,12,0,1,0.3,0,1,1,422,449,25
CA,1,38,1,0,0,0,0,0,1,16,1,1,20.3,0,1,1,452,474,20
CA,1,35,0,0,0,0,1,1,0,16,1,0,5.8,0,1,1,422,429,5
CA,1,43,0,0,1,0,0,0,1,12,0,1,7.5,0,1,1,302,319,15
CA,1,42,0,0,1,0,1,1,0,12,0,1,3,0,0,1,422,439,15
CA,1,30,0,0,0,0,1,1,0,12,0,1,3.1,0,1,1,347,359,10
CA,1,42,0,0,1,0,1,0,1,16,1,1,6,0,1,1,422,454,30
CA,1,67,0,0,0,0,1,0,1,13,0,1,4.011,0,1,1,497,539,40
CA,1,49,0,0,0,0,1,1,0,16,1,1,3,0,1,1,542,574,30
CA,1,37,0,0,1,0,1,0,1,12,0,1,1.01,1,1,1,362,424,60
CA,1,28,0,0,1,0,1,1,0,16,1,0,4.4,0,1,1,512,529,15
CA,1,28,0,0,1,0,0,1,0,13,0,1,0.72,0,1,1,875,904,30
CA,1,33,1,0,0,0,0,0,1,16,1,0,5,0,1,1,512,529,15
CA,1,50,1,0,0,0,0,0,1,17,1,1,0.95,0,1,1,482,504,20
CA,1,64,0,0,0,0,1,1,0,13,0,0,4.8,0,1,1,502,524,20
CA,1,44,0,0,0,0,1,0,1,17,1,1,18.5,0,1,1,467,494,25
CA,1,39,0,0,0,0,1,0,1,16,1,1,10.6,0,1,1,527,544,15
CA,1,56,1,0,0,0,0,0,1,13,0,1,5,0,1,1,452,469,15
CA,1,33,0,0,0,0,1,1,0,17,1,0,3.52,0,1,1,542,559,15
CA,1,61,0,0,0,0,1,1,0,12,0,0,1.68,0,1,1,572,574,2
CA,1,71,0,0,1,0,1,1,0,12,0,1,5.58,0,1,1,347,384,35
CA,1,60,0,0,0,0,1,1,0,12,0,0,1,0,1,1,482,504,20
CA,1,36,0,0,1,0,1,0,1,12,0,1,5,0,1,1,845,894,50
CA,1,36,0,0,0,0,1,0,1,17,1,0,0.2,0,1,1,452,539,89
CA,1,39,0,0,1,0,1,0,1,16,1,1,18,0,1,1,482,519,35
CA,1,53,0,0,1,0,1,0,1,13,0,0,15,0,1,1,362,374,10
CA,1,26,0,0,0,0,1,0,1,17,1,0,7.5,0,1,1,542,549,5
CA,1,50,0,0,0,0,1,0,1,16,1,1,15,0,1,1,215,234,20
CA,1,60,0,0,0,0,1,1,0,17,1,1,37.8,0,1,1,482,489,5
CA,1,24,0,0,1,0,1,1,0,8,0,0,1.3,1,1,1,542,604,60
CA,1,66,0,0,0,0,1,1,0,16,1,0,2.1,0,1,0,452,499,45
CA,1,21,0,0,1,0,0,1,0,13,0,0,0.5,0,1,1,1055,1074,20
CA,1,19,0,0,1,0,1,1,0,12,0,0,2.23,0,1,1,422,439,15
CA,1,64,0,0,0,0,1,1,0,12,0,0,3.14,0,1,1,512,569,55
CA,1,48,0,0,0,0,1,1,0,17,1,1,27.5,0,1,1,402,434,30
CA,1,49,0,0,1,0,1,1,0,8,0,0,2.08,0,0,1,572,619,45
CA,1,26,0,0,0,0,1,1,0,16,1,1,6.5,0,1,1,452,489,35
CA,1,47,1,0,0,0,0,1,0,16,1,1,3,0,1,1,377,394,15
CA,1,47,0,0,0,0,1,0,1,16,1,1,9.1,0,1,1,437,449,10
CA,1,68,0,0,0,0,1,1,0,16,1,0,10.5,0,1,1,452,454,1
CA,1,50,0,0,1,0,1,1,0,12,0,1,6,0,1,1,432,444,10
CA,1,51,0,0,0,0,1,0,1,17,1,1,13.5,0,1,1,392,439,45
CA,1,31,0,0,0,0,1,1,0,16,1,0,3.7,0,1,1,815,864,50
CA,1,30,0,0,0,0,1,0,1,13,0,1,3.78,0,1,1,965,999,35
CA,1,52,0,0,0,0,1,1,0,11,0,1,1.2,0,1,1,362,374,10
CA,1,58,0,0,0,0,1,1,0,12,0,1,2.6,0,1,1,467,494,25
CA,1,60,0,0,0,0,1,1,0,17,1,0,71.1,0,1,1,482,494,12
CA,1,27,0,0,1,0,1,0,1,16,1,0,1,0,1,1,467,499,30
CA,1,18,0,0,1,0,0,0,1,12,0,0,0.4,0,1,0,362,379,15
CA,1,53,0,0,0,0,1,1,0,16,1,0,6.8,0,1,1,467,484,15
CA,1,58,0,0,1,0,1,1,0,12,0,1,5.704,0,1,1,472,484,10
CA,1,53,1,0,0,0,0,1,0,16,1,0,1.56,0,1,1,422,449,25
CA,1,36,0,0,1,0,1,1,0,12,0,0,7.2,0,1,1,412,434,20
CA,1,21,0,0,0,0,1,1,0,13,0,0,0.12,0,1,1,482,504,20
CA,1,62,0,1,0,0,0,0,1,12,0,0,6.5,0,1,1,512,544,30
CA,1,64,0,0,0,0,1,0,1,12,0,0,4.5,0,1,1,407,434,25
CA,1,38,0,0,1,0,1,1,0,12,0,1,3,0,1,1,875,934,60
CA,1,57,0,0,0,0,1,0,1,12,0,0,2,0,1,1,605,624,20
CA,1,47,0,0,0,0,1,1,0,13,0,1,7.8,0,1,1,542,549,5
CA,1,20,0,0,1,0,0,0,1,13,0,0,0.2,0,1,1,482,489,5
CA,1,59,0,0,0,0,1,1,0,14,0,0,1.23,0,1,1,605,664,60
CA,1,39,0,0,1,0,1,0,1,12,0,0,2.9,0,1,1,422,444,20
CA,1,32,1,0,0,0,0,1,0,16,1,1,5.2,0,1,1,935,954,20
CA,1,58,0,0,0,0,1,0,1,12,0,0,8.5,0,1,1,452,469,15
CA,1,60,0,1,0,0,0,1,0,14,0,1,2.95,0,1,1,377,389,10
CA,1,35,0,0,1,0,0,0,1,12,0,1,2.8,0,1,1,362,379,15
CA,1,33,0,0,1,0,0,1,0,12,0,0,2.2,0,1,1,482,494,10
CA,1,28,0,0,1,0,0,1,0,13,0,0,0.48,0,1,1,442,479,35
CA,1,22,0,0,0,0,1,0,1,12,0,0,2,0,1,1,347,359,10
CA,1,62,0,1,0,0,0,0,1,16,1,0,12,0,1,1,422,444,20
CA,1,30,0,0,1,0,0,1,0,12,0,1,5,0,1,1,905,994,90
CA,1,19,0,0,0,0,1,1,0,13,0,0,0.8,0,1,0,542,554,10
CA,1,38,0,0,0,0,1,0,1,12,0,0,4.5,1,1,1,362,424,60
CA,1,30,1,0,0,0,0,0,1,13,0,1,2.86,0,1,1,422,439,15
CA,1,73,0,0,0,0,1,0,1,12,0,1,7.28,0,1,0,392,414,20
CA,1,20,0,0,1,0,1,1,0,11,0,0,3.02,1,1,1,512,534,20
CA,1,23,0,0,0,0,1,0,1,16,1,0,1.2,0,1,1,452,479,25
CA,1,36,0,0,1,0,0,0,1,16,1,1,7.5,0,1,1,1055,1074,20
CA,1,67,1,0,0,0,0,0,1,16,1,1,2.5,0,1,1,105,244,141
CA,1,28,0,0,0,0,1,1,0,16,1,0,3,0,1,1,362,424,60
CA,1,22,0,0,1,0,0,0,1,12,0,0,1,0,1,0,472,479,5
CA,1,36,0,0,0,0,1,1,0,12,0,1,6.5,0,1,1,165,179,25
CA,1,21,0,0,1,0,1,0,1,12,0,0,2,0,1,1,605,614,10
CA,1,21,0,0,1,0,1,0,1,12,0,0,1.8,0,1,1,875,884,10
CA,1,30,1,0,0,0,0,1,0,17,1,0,0.6,1,1,1,422,469,45
CA,1,62,0,0,0,1,0,0,1,13,0,1,7,0,1,1,362,394,30
CA,1,31,1,0,0,0,0,1,0,16,1,0,17,1,1,1,447,484,35
CA,1,37,0,0,1,0,1,1,0,16,1,0,1.82,0,1,1,482,514,30
CA,1,26,0,0,0,0,1,1,0,16,1,0,5.1,0,1,1,522,539,15
CA,1,21,0,0,0,0,1,0,1,12,0,0,1,0,0,1,482,499,15
CA,1,57,0,0,0,0,1,1,0,12,0,1,1.4,0,1,1,447,454,7
CA,1,37,0,0,1,0,1,1,0,14,0,0,1.62,0,0,1,437,469,30
CA,1,32,0,0,0,0,1,0,1,12,0,1,6.2,0,1,1,332,349,15
CA,1,61,0,0,0,0,1,0,1,13,0,1,6.5,0,1,1,332,354,20
CA,1,55,1,0,0,0,0,1,0,12,0,1,3.4,0,1,1,467,494,25
CA,1,46,0,0,1,0,0,1,0,12,0,0,1.5,0,0,1,635,654,20
CA,1,41,0,1,0,0,0,1,0,12,0,0,3.62,0,1,1,497,504,7
CA,1,25,0,0,1,0,0,0,1,12,0,0,3.5,0,1,1,392,439,45
CA,1,59,0,0,1,0,1,0,1,12,0,1,6,0,1,1,75,84,20
CA,1,26,0,0,1,0,0,0,1,14,0,1,3.5,0,1,1,362,394,30
CA,1,56,0,0,0,0,1,0,1,14,0,0,10.5,0,1,0,725,739,15
CA,1,43,0,0,0,0,1,0,1,13,0,1,12.005,0,1,1,245,334,90
CA,1,35,1,0,0,0,0,1,0,16,1,0,7.2,0,1,1,482,544,60
