cohort,kfr_aian_female_p1,kfr_asian_female_p1,kfr_black_female_p1,kfr_hisp_female_p1,kfr_pooled_female_p1,kfr_white_female_p1,kfr_aian_male_p1,kfr_asian_male_p1,kfr_black_male_p1,kfr_hisp_male_p1,kfr_pooled_male_p1,kfr_white_male_p1,kfr_aian_pooled_p1,kfr_asian_pooled_p1,kfr_black_pooled_p1,kfr_hisp_pooled_p1,kfr_pooled_pooled_p1,kfr_white_pooled_p1,kfr_aian_female_p25,kfr_asian_female_p25,kfr_black_female_p25,kfr_hisp_female_p25,kfr_pooled_female_p25,kfr_white_female_p25,kfr_aian_male_p25,kfr_asian_male_p25,kfr_black_male_p25,kfr_hisp_male_p25,kfr_pooled_male_p25,kfr_white_male_p25,kfr_aian_pooled_p25,kfr_asian_pooled_p25,kfr_black_pooled_p25,kfr_hisp_pooled_p25,kfr_pooled_pooled_p25,kfr_white_pooled_p25,kfr_aian_female_p50,kfr_asian_female_p50,kfr_black_female_p50,kfr_hisp_female_p50,kfr_pooled_female_p50,kfr_white_female_p50,kfr_aian_male_p50,kfr_asian_male_p50,kfr_black_male_p50,kfr_hisp_male_p50,kfr_pooled_male_p50,kfr_white_male_p50,kfr_aian_pooled_p50,kfr_asian_pooled_p50,kfr_black_pooled_p50,kfr_hisp_pooled_p50,kfr_pooled_pooled_p50,kfr_white_pooled_p50,kfr_aian_female_p75,kfr_asian_female_p75,kfr_black_female_p75,kfr_hisp_female_p75,kfr_pooled_female_p75,kfr_white_female_p75,kfr_aian_male_p75,kfr_asian_male_p75,kfr_black_male_p75,kfr_hisp_male_p75,kfr_pooled_male_p75,kfr_white_male_p75,kfr_aian_pooled_p75,kfr_asian_pooled_p75,kfr_black_pooled_p75,kfr_hisp_pooled_p75,kfr_pooled_pooled_p75,kfr_white_pooled_p75,kfr_aian_female_p100,kfr_asian_female_p100,kfr_black_female_p100,kfr_hisp_female_p100,kfr_pooled_female_p100,kfr_white_female_p100,kfr_aian_male_p100,kfr_asian_male_p100,kfr_black_male_p100,kfr_hisp_male_p100,kfr_pooled_male_p100,kfr_white_male_p100,kfr_aian_pooled_p100,kfr_asian_pooled_p100,kfr_black_pooled_p100,kfr_hisp_pooled_p100,kfr_pooled_pooled_p100,kfr_white_pooled_p100,kir_aian_female_p1,kir_asian_female_p1,kir_black_female_p1,kir_hisp_female_p1,kir_pooled_female_p1,kir_white_female_p1,kir_aian_male_p1,kir_asian_male_p1,kir_black_male_p1,kir_hisp_male_p1,kir_pooled_male_p1,kir_white_male_p1,kir_aian_pooled_p1,kir_asian_pooled_p1,kir_black_pooled_p1,kir_hisp_pooled_p1,kir_pooled_pooled_p1,kir_white_pooled_p1,kir_aian_female_p25,kir_asian_female_p25,kir_black_female_p25,kir_hisp_female_p25,kir_pooled_female_p25,kir_white_female_p25,kir_aian_male_p25,kir_asian_male_p25,kir_black_male_p25,kir_hisp_male_p25,kir_pooled_male_p25,kir_white_male_p25,kir_aian_pooled_p25,kir_asian_pooled_p25,kir_black_pooled_p25,kir_hisp_pooled_p25,kir_pooled_pooled_p25,kir_white_pooled_p25,kir_aian_female_p50,kir_asian_female_p50,kir_black_female_p50,kir_hisp_female_p50,kir_pooled_female_p50,kir_white_female_p50,kir_aian_male_p50,kir_asian_male_p50,kir_black_male_p50,kir_hisp_male_p50,kir_pooled_male_p50,kir_white_male_p50,kir_aian_pooled_p50,kir_asian_pooled_p50,kir_black_pooled_p50,kir_hisp_pooled_p50,kir_pooled_pooled_p50,kir_white_pooled_p50,kir_aian_female_p75,kir_asian_female_p75,kir_black_female_p75,kir_hisp_female_p75,kir_pooled_female_p75,kir_white_female_p75,kir_aian_male_p75,kir_asian_male_p75,kir_black_male_p75,kir_hisp_male_p75,kir_pooled_male_p75,kir_white_male_p75,kir_aian_pooled_p75,kir_asian_pooled_p75,kir_black_pooled_p75,kir_hisp_pooled_p75,kir_pooled_pooled_p75,kir_white_pooled_p75,kir_aian_female_p100,kir_asian_female_p100,kir_black_female_p100,kir_hisp_female_p100,kir_pooled_female_p100,kir_white_female_p100,kir_aian_male_p100,kir_asian_male_p100,kir_black_male_p100,kir_hisp_male_p100,kir_pooled_male_p100,kir_white_male_p100,kir_aian_pooled_p100,kir_asian_pooled_p100,kir_black_pooled_p100,kir_hisp_pooled_p100,kir_pooled_pooled_p100,kir_white_pooled_p100,emp_aian_female_p1,emp_asian_female_p1,emp_black_female_p1,emp_hisp_female_p1,emp_pooled_female_p1,emp_white_female_p1,emp_aian_male_p1,emp_asian_male_p1,emp_black_male_p1,emp_hisp_male_p1,emp_pooled_male_p1,emp_white_male_p1,emp_aian_pooled_p1,emp_asian_pooled_p1,emp_black_pooled_p1,emp_hisp_pooled_p1,emp_pooled_pooled_p1,emp_white_pooled_p1,emp_aian_female_p25,emp_asian_female_p25,emp_black_female_p25,emp_hisp_female_p25,emp_pooled_female_p25,emp_white_female_p25,emp_aian_male_p25,emp_asian_male_p25,emp_black_male_p25,emp_hisp_male_p25,emp_pooled_male_p25,emp_white_male_p25,emp_aian_pooled_p25,emp_asian_pooled_p25,emp_black_pooled_p25,emp_hisp_pooled_p25,emp_pooled_pooled_p25,emp_white_pooled_p25,emp_aian_female_p50,emp_asian_female_p50,emp_black_female_p50,emp_hisp_female_p50,emp_pooled_female_p50,emp_white_female_p50,emp_aian_male_p50,emp_asian_male_p50,emp_black_male_p50,emp_hisp_male_p50,emp_pooled_male_p50,emp_white_male_p50,emp_aian_pooled_p50,emp_asian_pooled_p50,emp_black_pooled_p50,emp_hisp_pooled_p50,emp_pooled_pooled_p50,emp_white_pooled_p50,emp_aian_female_p75,emp_asian_female_p75,emp_black_female_p75,emp_hisp_female_p75,emp_pooled_female_p75,emp_white_female_p75,emp_aian_male_p75,emp_asian_male_p75,emp_black_male_p75,emp_hisp_male_p75,emp_pooled_male_p75,emp_white_male_p75,emp_aian_pooled_p75,emp_asian_pooled_p75,emp_black_pooled_p75,emp_hisp_pooled_p75,emp_pooled_pooled_p75,emp_white_pooled_p75,emp_aian_female_p100,emp_asian_female_p100,emp_black_female_p100,emp_hisp_female_p100,emp_pooled_female_p100,emp_white_female_p100,emp_aian_male_p100,emp_asian_male_p100,emp_black_male_p100,emp_hisp_male_p100,emp_pooled_male_p100,emp_white_male_p100,emp_aian_pooled_p100,emp_asian_pooled_p100,emp_black_pooled_p100,emp_hisp_pooled_p100,emp_pooled_pooled_p100,emp_white_pooled_p100,fpw_aian_female_p1,fpw_asian_female_p1,fpw_black_female_p1,fpw_hisp_female_p1,fpw_pooled_female_p1,fpw_white_female_p1,fpw_aian_male_p1,fpw_asian_male_p1,fpw_black_male_p1,fpw_hisp_male_p1,fpw_pooled_male_p1,fpw_white_male_p1,fpw_aian_pooled_p1,fpw_asian_pooled_p1,fpw_black_pooled_p1,fpw_hisp_pooled_p1,fpw_pooled_pooled_p1,fpw_white_pooled_p1,fpw_aian_female_p25,fpw_asian_female_p25,fpw_black_female_p25,fpw_hisp_female_p25,fpw_pooled_female_p25,fpw_white_female_p25,fpw_aian_male_p25,fpw_asian_male_p25,fpw_black_male_p25,fpw_hisp_male_p25,fpw_pooled_male_p25,fpw_white_male_p25,fpw_aian_pooled_p25,fpw_asian_pooled_p25,fpw_black_pooled_p25,fpw_hisp_pooled_p25,fpw_pooled_pooled_p25,fpw_white_pooled_p25,fpw_aian_female_p50,fpw_asian_female_p50,fpw_black_female_p50,fpw_hisp_female_p50,fpw_pooled_female_p50,fpw_white_female_p50,fpw_aian_male_p50,fpw_asian_male_p50,fpw_black_male_p50,fpw_hisp_male_p50,fpw_pooled_male_p50,fpw_white_male_p50,fpw_aian_pooled_p50,fpw_asian_pooled_p50,fpw_black_pooled_p50,fpw_hisp_pooled_p50,fpw_pooled_pooled_p50,fpw_white_pooled_p50,fpw_aian_female_p75,fpw_asian_female_p75,fpw_black_female_p75,fpw_hisp_female_p75,fpw_pooled_female_p75,fpw_white_female_p75,fpw_aian_male_p75,fpw_asian_male_p75,fpw_black_male_p75,fpw_hisp_male_p75,fpw_pooled_male_p75,fpw_white_male_p75,fpw_aian_pooled_p75,fpw_asian_pooled_p75,fpw_black_pooled_p75,fpw_hisp_pooled_p75,fpw_pooled_pooled_p75,fpw_white_pooled_p75,fpw_aian_female_p100,fpw_asian_female_p100,fpw_black_female_p100,fpw_hisp_female_p100,fpw_pooled_female_p100,fpw_white_female_p100,fpw_aian_male_p100,fpw_asian_male_p100,fpw_black_male_p100,fpw_hisp_male_p100,fpw_pooled_male_p100,fpw_white_male_p100,fpw_aian_pooled_p100,fpw_asian_pooled_p100,fpw_black_pooled_p100,fpw_hisp_pooled_p100,fpw_pooled_pooled_p100,fpw_white_pooled_p100
1978,.3075,.5165,.2928,.3844,.3944913436386952,.4139,.2692,.4425,.2351,.3654,.3602910203618325,.3854,.2871,.4782,.2645,.3748,.3760887210588952,.3993,.3661,.5527,.3587,.4519,.4675067398079079,.5003,.3385,.4802,.3088,.4337,.4335127608681902,.4681,.352,.5155999999999999,.3348,.4427,.4496094644392972,.4839,.4387,.5747,.4154,.5053,.5211058281931478,.5600000000000001,.4135,.516,.3621,.4744,.4857463811555526,.5284,.4256,.5445,.3892,.4898,.502589181881907,.5438,.4823,.6054,.464,.547,.6008559928309177,.6143,.4571,.5434,.4128,.5157,.5598509356866797,.5756,.4698,.5743,.4387,.5314,.5800571322956791,.5945,.5779,.6107,.5492,.5947,.645958466937461,.662,.5454,.5756,.4983,.5597,.6076423794032318,.6253,.5594,.5934,.5235,.5773,.6270605223250258,.6433,.2963,.5051,.3399,.3732,.3734725319107677,.3565,.3091,.497,.2813,.4215,.4065594802446808,.4245,.3035,.501,.3111,.3977,.3900961466824458,.3913,.3473,.5456,.4112,.431,.4330842648411163,.4255,.3824,.5359,.3643,.4919,.4790003670189202,.5049,.3656,.5406,.3887,.4617,.4558373837818834,.4658,.3977,.5678,.4628,.4769,.4765914477377411,.4752,.4523,.5753,.4212,.529,.5290889865897691,.5631,.4258,.5717,.4423,.503,.502636868699731,.5203,.4419,.6041,.5088,.5168,.5381530078554836,.5362,.5066000000000001,.6038,.4713,.5672,.5996864622934576,.6118,.4757,.6038,.4903,.5417999999999999,.5691968708727633,.5749,.547,.6233,.5750999999999999,.5868,.6146583398150192,.6306,.5841,.6291,.5544,.6055,.6462673107216956,.6622,.5673,.6262,.5649,.5962,.6306875167947699,.6467000000000001,.7201,.7731,.7999000000000001,.7423,.7665980097855712,.7402,.696,.7599,.6284999999999999,.7462,.7485220519888661,.7714,.7076,.7663,.7157,.7443,.7571857060494542,.7561,.7631,.83,.8647,.806,.8246817653519968,.8058,.7663,.8123,.7374000000000001,.8215,.8223029981649057,.8416,.7652,.821,.8036,.8138,.8234240792009608,.824,.8051,.8582,.8813,.842,.8531712111398916,.8421999999999999,.8267,.8554,.7916,.8622,.865144540950666,.8854,.8161,.8568,.8372000000000001,.8522,.858899595736817,.8643,.8225,.8874,.8997000000000001,.8638,.8766043966747649,.873,.8485,.8708,.833,.8816000000000001,.9033878523963472,.9089,.8369,.8792,.8667,.8726,.8901206455295123,.8913,.7568,.8435,.8682,.8655,.8786179841276484,.88,.8625,.8214,.8331,.8519,.8797356109196244,.8825,.8233,.8326,.8506,.8588,.8796615357395312,.8813,.4727,.4569,.5246,.4951,.4909803024961044,.468,.4619,.4424,.538,.5017,.488644985150868,.4593,.4663,.4495,.5313,.4985,.4899000064293851,.4636,.6725,.5766,.7433,.6711,.6817399356288963,.6606,.6734,.5714,.7462,.6706,.674625854584571,.6503,.6729000000000001,.5738,.7447,.6709000000000001,.6781992058559493,.6554,.7171,.6764,.7553,.7157,.7374744036328732,.733,.7161999999999999,.6894,.7554999999999999,.7131999999999999,.7366762742728789,.7323,.7165,.6831,.7554,.7144,.7369251022493239,.7326,.7609,.7305,.7738,.7687,.7853373064728769,.7817,.7792,.7448,.7768,.7698,.7870812388765439,.783,.7708,.7376,.7753,.7692,.7860955369811276,.7824,.5893,.6193,.6865,.6243,.6429564703840588,.628,.6334,.6197,.678,.6259,.6474358567110571,.6344,.6104000000000001,.6196,.6824,.6249,.645117896416322,.6312
1979,.2982,.5207000000000001,.2955,.3842,.3924065827090392,.4097,.2753,.4439,.24,.3725,.360888853758515,.3838,.2869,.4799,.2688,.3784,.3754245467774868,.3966,.3573,.5514,.3607,.4538,.4659801453071478,.4969,.3556,.4866,.31,.4364,.4326383584115187,.4661,.3565,.518,.3363,.445,.4483569605846053,.4813,.4407,.581,.4189,.5037,.5200204823659877,.5573,.4089,.517,.366,.4792,.4855554041684833,.5266999999999999,.4242,.5487,.393,.4914,.5019366182688461,.5416,.4845,.5979,.4679,.5488,.5996439632572408,.613,.4719,.5397999999999999,.4146,.5152,.5601007585556327,.5762,.4782,.5683,.4412,.5321,.5794710580601337,.5942,.5474,.6269,.5595,.6049,.6485951985727074,.6639,.5341,.5862000000000001,.5172,.5638,.6126209152646257,.6297,.539,.6067,.5379,.5849,.6309044394159958,.6466,.2942,.515,.3434,.3767,.3729806353440767,.3541,.3239,.5014,.2851,.4277,.405504640221566,.4201,.3093,.5077,.3154,.4022,.3891628967773019,.3875,.3444,.548,.4112,.4347,.4321108482571441,.4233,.4021,.5429,.3638,.4928,.4765567947129284,.5008,.3736,.5453,.3883,.4639,.4540721109677867,.4625,.4078,.5729,.4657,.4757,.4761243768219051,.4738,.4491,.5773,.4223,.5335,.5278739722209728,.5602,.4289,.5750999999999999,.4444,.5046,.5018207674852521,.518,.4391,.6026,.5112,.5174,.5380163491167227,.536,.5125,.6012,.4723,.5672,.5988850171647521,.6111,.4757,.6018,.4917,.542,.568695952579056,.5744,.5472,.6419,.5931999999999999,.5915,.6209721042274173,.6371,.5954,.6392,.5796,.607,.6506088647770987,.6657,.5712,.6405999999999999,.5863,.5992,.635960175382538,.6515,.7040999999999999,.7772,.8095,.7507,.7697099542200913,.7403999999999999,.7224,.7422,.6328,.7554999999999999,.7489499868260007,.7669,.7131999999999999,.7586000000000001,.7245,.7531,.7592301713549203,.7538,.7728,.8308,.8672,.8111,.8263281168146211,.8065,.7905,.8135,.7408,.8196,.8199887555319504,.8362000000000001,.7818000000000001,.8221000000000001,.8063,.8154,.8230773803617604,.8215,.8064,.8638,.8887,.8413,.8533934679280712,.8397,.825,.858,.7974,.8603,.8630748740922294,.8808,.8159,.8609,.844,.8508,.8580520211910103,.8607,.8258,.8824,.9036,.8655,.8777033697668791,.8741,.8574000000000001,.8715000000000001,.8404,.8862,.9025847860970373,.9075,.8417,.8769,.872,.8757,.8901456545242391,.8912,.8772,.858,.8913,.8751,.8830726436505856,.8826000000000001,.8719,.8373,.8748,.8608,.8817499504239737,.8809,.8754999999999999,.8477,.8826000000000001,.8683,.8827261905974741,.8817,.4668,.4662,.5397999999999999,.5147,.5003210710107695,.4719,.5039,.4678,.5406,.5139,.4940034654394917,.465,.4858,.467,.5402,.5144,.4971946003525043,.4684,.6845,.5695,.7358,.6691,.6771631872755521,.6567,.6654,.5691000000000001,.7369,.6684,.6720187171770807,.65,.6754,.5693,.7363,.6688,.6746248363090896,.6533,.7206,.6867,.7501,.7109,.7339538387043111,.7308,.7242,.6840000000000001,.7534999999999999,.716,.7361847221335193,.7323,.722,.6854,.7517,.7134,.734945233570667,.7315,.747,.7359,.7696,.7633,.786377921069614,.784,.7645999999999999,.7403999999999999,.7715,.7655,.7861692901669802,.7834,.7554999999999999,.7382,.7705,.7644,.7861864870985683,.7837,.6169,.6262,.7088,.6292,.6484690943291507,.6319,.5972,.6155,.677,.6143,.6469459630175537,.6346000000000001,.6042,.6207,.6922,.622,.6475410071871793,.6332
1980,.2963,.5283,.2974,.3884,.3925917912468516,.4103,.2845,.4594,.2392,.3782,.360842863444094,.3835,.2905,.492,.2694,.3833,.3757297173080404,.3966,.366,.5575,.3618,.455,.4640867239439503,.495,.358,.4863,.3115,.4387,.431796907609366,.4653,.362,.5208,.3374,.4468,.4471737856170658,.4799,.4358,.5759,.4193,.5042,.5179420867015042,.556,.4107,.519,.3649,.4825,.4847374253392484,.5263,.4237,.547,.3924,.4933,.5005722276623522,.5407,.4973,.6036,.4644,.5493,.5991689028609581,.6124000000000001,.4692,.5433,.4177,.515,.5594629173148595,.5750999999999999,.483,.5734,.4409,.5322,.5789468222795394,.5933,.5817,.6296,.5803,.6007,.6555063514567372,.6711,.553,.6191,.5069,.5621,.6160027232028873,.6333,.5654,.6244,.5431,.5813,.6361391961193399,.652,.2834,.516,.3451,.3814,.3725564191328151,.3525,.3231,.5139,.2841,.4339,.4039866085383841,.418,.3031,.515,.3157,.4075,.3885271026275467,.3859,.3512,.552,.4115,.4357,.4310914174991192,.4219,.4009,.5433,.3633,.4935,.4736845716719541,.4979,.3763,.5475,.3881,.4647,.4523336657964605,.4605,.3958,.5732,.4654,.4774,.4757399605727918,.4739,.4541,.5735,.4195,.5348000000000001,.5249732477743597,.5578,.4249,.5734,.4427,.5062,.5003047499349249,.517,.4462,.6081,.5082,.5194,.5402653548883128,.5385,.5066000000000001,.6036,.4737,.5657,.5965016212196813,.6083,.477,.6059,.4908,.5424,.5686962599444546,.5743,.5324,.6484,.6117,.5946,.6273286728096343,.6435999999999999,.5849,.6687,.5617,.6064000000000001,.6529735471654305,.6692,.5657,.6585,.5864,.6005,.6403832374348385,.6566,.6976,.7914,.8068,.774,.7725046518081583,.7402,.7277,.7861,.6283,.7616000000000001,.7485846882961443,.7695,.712,.7889,.7208,.7678,.7607097877714113,.7552,.7806,.8313,.8656,.8173,.8260418146898039,.8055,.778,.8168,.738,.824,.8171113294253477,.8338,.7793,.8239,.8037,.8207,.8214966195863158,.8199,.8021,.8586,.8836000000000001,.8473000000000001,.8542404585337485,.8424,.8183,.8534,.7917999999999999,.8624000000000001,.8601970967228165,.8789,.8100000000000001,.8561,.8383,.8549,.8569019579654302,.8611,.8216,.8844,.9043,.8729,.8803181825631266,.8764999999999999,.8436,.8736,.8376,.884,.9004544131028204,.9049,.8332000000000001,.879,.8707,.8784,.8904351133927725,.8911,.7148,.8565,.9177999999999999,.8754999999999999,.8856248538957381,.8839,.8055,.8335,.8436,.862,.8776243844551375,.8784999999999999,.7685999999999999,.8452,.8794,.8688,.8819202911619299,.8812,.4889,.4791,.5397,.5274,.5224753959830621,.48,.4592,.458,.5508999999999999,.5367,.5222234193647153,.4777,.4741,.4678,.5451,.532,.5223896180459591,.4788,.6688,.5715,.7292,.6677,.6781799574966177,.653,.6556,.577,.7302,.6714,.6767964110783558,.6509,.6622,.5742,.7297,.6696,.6776009611308205,.652,.7013,.6687,.7443,.7138,.7337793160811925,.7298,.7143,.6808,.7501,.7153,.7364065861676139,.7314000000000001,.7078,.675,.7471,.7146,.7350766820666339,.7306,.7489,.74,.7611,.7649,.7843899198769807,.7822,.7561,.7322,.7641,.7653,.7859135196219434,.7835,.7523,.7361,.7627,.7651,.7850789234493589,.7829,.6829,.6204,.7084,.6284999999999999,.6541218203936572,.6323,.5965,.6311,.672,.6247,.6492980507890542,.63,.6296,.6257,.6895,.6266,.6515993407125391,.6312
1981,.2737,.5189,.3023,.3871,.3821202643021655,.3991,.2691,.4496,.2395,.3663,.3458778108204481,.3697,.2712,.4825,.2715,.3766,.3632416787306144,.384,.3765,.5542,.3693,.4625,.4593371014462552,.4868,.3536,.4911,.3152,.4407,.4264720069900776,.4594,.3649,.5224,.3428,.4515,.4422729641893233,.4728,.453,.5714,.4267,.5129,.5168374097298752,.5518,.4298,.518,.3715,.4843,.4815792224646407,.5214,.441,.544,.3994,.4986,.4985015694000089,.5362,.5109,.6079,.4778,.5532,.601202385865479,.6137,.4779,.551,.4262,.5213,.5619440923525244,.5767,.494,.5792,.4519,.5374,.5812278176524602,.5948,.6268,.6288,.5533,.6156,.6497404046234371,.6625,.5743,.5954,.5095,.5618,.6084481935444328,.6224,.5993000000000001,.6119,.5296999999999999,.5891,.6291203647908592,.6422,.2721,.5128,.3426,.3819,.3677523598451097,.3498,.3138,.5024,.2755,.4206,.386446206864855,.4022,.2935,.5073,.3097,.4013,.3772652372204059,.3767,.3641,.5503,.4149,.4409,.4292782697036638,.4178,.3914,.545,.3615,.4928,.4661953644752844,.4902,.3778,.5477,.3888,.4671,.4477357795543945,.4547,.413,.5704,.4696,.4842,.4772181191683328,.4732,.4675,.5735,.4226,.5331,.520393997718412,.5518,.4411,.572,.4464,.5087,.4987714438562143,.5135,.4694,.6118,.5196,.5259,.5445395510739368,.543,.5118,.6082,.4792,.5689,.5967738499646748,.608,.4906,.61,.4993,.5471,.5710127168484471,.5763,.5818,.641,.5967,.6021,.6242027740859168,.6368,.6192,.6393,.5636,.6042,.6434243175714928,.656,.6014,.6401,.579,.6032,.6341660784081287,.6465,.6807,.7756999999999999,.7655,.7544999999999999,.7433612968627785,.7131,.664,.767,.5765,.7439,.7090871146917105,.7285,.6725,.7711,.6727,.7491,.7258686484941951,.721,.7688,.8242,.8508,.8103,.8120299243529349,.7897,.7547,.8118,.7173,.8144,.8017421407621624,.8212,.7619,.8179,.7855,.8123,.8067282174252417,.8058,.7887999999999999,.857,.8751,.8429,.8456608714930103,.8323,.8212,.8497,.7813,.856,.8507303902190778,.8715000000000001,.8057,.8532999999999999,.8287,.8494,.848024906943304,.8524,.844,.885,.8987000000000001,.8657,.877074329958364,.8737,.8376,.8697,.832,.88,.8959492458495251,.9012,.8406,.8773,.8652,.8728,.886630352287743,.8878,.7708,.8478,.8789,.8655,.8777605527482489,.878,.8836000000000001,.8217,.8334,.8556,.8712046823854598,.8732,.8267,.8347,.8544,.8606,.8747019000776567,.8756,.4509,.4422,.4555,.4749,.4497483372114585,.4111,.4018,.4377,.4703,.4775,.4499206471988056,.4067,.4261,.4399,.4628,.4762,.4499035034299254,.4088,.6625,.5655,.7235,.6591,.6613745175676229,.6323,.6401,.5715,.7232,.6614,.6571324088173072,.6247,.651,.5684,.7234,.6603,.659369272919292,.6284,.726,.6737,.75,.7158,.7313122209438985,.7247,.7275,.6753,.7523,.7196,.7332025614812364,.7254,.7266,.6745,.7511,.7177,.7322638725872996,.725,.7631,.7302999999999999,.7619,.7683,.785554210458739,.7836,.7625999999999999,.7403,.7695,.7682,.788177931826211,.786,.7623,.7352,.7657,.7683,.7868085883854787,.7848000000000001,.6375999999999999,.618,.6773,.6307,.6446682910132108,.6277,.6052,.6163,.6935,.6199,.6446387688485161,.6283,.622,.6171,.6857,.6253,.6446532415619125,.628
1982,.2906,.5014999999999999,.3161,.3895,.3900200293466278,.4082,.2584,.4342,.2449,.3622,.3457283678273617,.3698,.274,.4656,.2807,.3759,.3669345268360211,.3888,.3819,.5486,.3789,.4644,.4624727951179322,.4882,.3474,.4816,.3192,.4341,.4206887787134861,.45,.3645,.5139,.3496,.449,.4408631668742497,.4688,.4353,.576,.4379,.5125,.5198914162714952,.5527,.4143,.5181,.3774,.4781,.4787362981956013,.5158,.4245,.5463,.4077,.4952,.4985824160749563,.5338000000000001,.5091,.6047,.4883,.5567,.6051624796858067,.617,.4775,.5441,.4276,.5164,.5592781729132674,.5738,.4927,.5736,.4574,.5366,.5816951966596943,.5948,.5641,.5911,.5679999999999999,.594,.6445366111076702,.6573,.5581,.5741000000000001,.4987,.5526,.6001271912170798,.6142,.5611,.5824,.5312,.5729,.6221306509516362,.6353,.2881,.5047,.3533,.3849,.3759176469292115,.3613,.2945,.4844,.2721,.4078,.3795656184771231,.3971,.2911,.4939,.313,.3964,.377553310927317,.3795,.3699,.5451,.421,.4468,.4363463930562742,.4275,.3847,.5288,.3581,.4801,.4549040828602578,.4763,.3774,.5367,.3902,.4636,.4456072370925673,.4524,.407,.5718,.4799,.491,.4857847365493912,.4833,.4443,.5691000000000001,.4209,.5236,.5125567483481568,.5417999999999999,.4261,.5703,.4505,.5074,.4990914159879976,.5133,.4633,.606,.5265,.5301,.5534196920706931,.5528999999999999,.513,.5944,.4738,.5585,.5897078979629946,.601,.4891,.6,.4997,.5442,.5717550900471602,.5776,.5321,.6103,.5947,.584,.6225191748111577,.6351,.594,.6206,.547,.5961,.6335428185487501,.6462,.5685,.6155,.5694,.59,.6281840112081019,.6408,.6129,.7624,.7108,.6979,.698498229037257,.6745,.6054,.7228,.5158,.6922,.6608338179959726,.6867,.6094000000000001,.7415,.614,.6951000000000001,.67911870428296,.6807,.7323,.7983,.801,.7783,.7785901391044441,.7625,.7125,.7752,.6615,.778,.7596984811459068,.7819,.7225,.7864,.7326,.7782,.7690847319812939,.7724,.7471,.838,.8403,.8155,.8203280634888572,.8124,.7675,.8232,.7357,.8228,.8177105974473787,.8428,.758,.8304,.7881,.8192,.818870655101807,.828,.7879,.8575,.8734,.8444,.8612320710319603,.8597,.8274,.8433,.7914,.8522999999999999,.8736401703899449,.8804,.8081,.8502,.8317,.8483000000000001,.8674365220548511,.8703,.8026,.7954,.8753,.8278,.8628316249660609,.8658,.8192,.7941,.8001,.8327,.8484396424373938,.8516,.8085,.7947,.8357,.8303,.8556749246978312,.8585,.3472,.3973,.3474,.3836,.3679156038957675,.3419,.3471,.3755,.3475,.3923,.3686327102421621,.3431,.3472,.3858,.3475,.388,.3683406065064283,.3425,.6499,.5394,.7112000000000001,.6464,.6403936128834473,.6061,.6449,.5475,.7089,.6455,.6367219577803661,.6024,.6476,.5435,.7101,.646,.6386983737926822,.6042,.7081,.6625,.7482,.7063,.7207742055366652,.7106,.709,.669,.7472,.7115,.7231364284972285,.7133,.7087,.6657,.7477,.7089,.7219680130141335,.712,.7629,.728,.766,.7586000000000001,.7780839966481561,.7754,.7371,.7313,.7668,.7641,.7804845531821614,.7775,.749,.7297,.7664,.7613,.7792120058752438,.7765,.5945,.6103,.6654,.6113,.627925985686869,.6141,.5958,.6171,.6692,.6039,.6291286521517444,.6162,.5981,.6137,.6673,.6075,.6285358923960811,.6152
